Neural_n,Neural_l,Neural_p,MSC_n,MSC_l,MSC_p,Fibroblast_n,Fibroblast_l,Fibroblast_p,Megakaryocyte_n,Megakaryocyte_l,Megakaryocyte_p,Myeloid_n,Myeloid_l,Myeloid_p
UIMC1,2.5325847,0.005726219357158685,RHOB,3.874553,0.0007802816085443219,RTN4,1.9307187,0.12095359534275807,S100A10,3.037104,0.007117881009935282,CHCHD2,1.2694345,0.22711462351453343
PPP3R1,5.236292,0.005961877771678547,LEPROT,3.6439912,0.000796366939694778,PTMS,1.6842837,0.12325140521475027,BIN2,5.6832786,0.007306141989129503,S100A12,6.665035,0.23214653974175445
PAIP2,1.6884974,0.005693541303709374,PTPRS,6.118408,0.0008818509064073424,CDC42EP3,3.6693294,0.12403242548707125,LST1,3.8206127,0.007306141989129503,ZDHHC12,2.8022497,0.23214653974175445
SLC7A5,2.1961684,0.0057453749236042835,CD81,4.7604823,0.000876007483432144,CALD1,1.3792217,0.1233149316489425,RPL21,1.4744476,0.006739656660698618,ARHGAP9,27.999619,0.23348820251944893
EIF5,1.506365,0.0057012005864693705,FXYD1,29.303558,0.0009140699801655261,DSTN,1.6271223,0.12401167025203998,RPL30,1.5757905,0.006860076204341068,RPS20,1.0020201,0.2341134150726708
FAM210B,1.710809,0.006031618912220732,RBM39,2.075902,0.0008064368769913383,FAAP20,2.5748744,0.1254027020820838,SAT1,2.1496196,0.007467137759597037,RP6-159A1.4,5.12611,0.23775772248297586
YPEL4,4.057731,0.00651642421008933,HSPA1A,3.9727159,0.0010312079462625634,CLMP,4.899483,0.12597683824572414,GPSM3,4.940678,0.008132973768885669,RRM1,5.550924,0.23821457214863007
NCOA4,1.5874332,0.006317973186841041,EMP2,4.7836018,0.001072477300477426,RPS3A,1.0159814,0.12401167025203998,GZMA,5.4720993,0.00845766751376547,ATP5J2,1.3538443,0.23762173737946357
DCUN1D1,2.8246944,0.006564935450813759,IFITM1,3.3982277,0.0010542897024240952,AURKAIP1,1.5291994,0.12799132866281285,PARK7,2.2660685,0.008020918133920708,GNAI2,2.0385633,0.241820989568381
UBALD1,2.6569889,0.006643244073389037,EIF4A1,4.107434,0.0010812143727624189,MRPL41,1.9227812,0.1285825959352895,PPP1CA,2.6271913,0.00845766751376547,ATOX1,1.7354856,0.2434522317262338
PIM2,3.3733323,0.006871436795939764,FBN1,5.893357,0.0011144604073668753,NEAT1,1.0647293,0.12720867649598236,BRK1,2.4603922,0.008887437473753129,H2AFV,1.5765257,0.24396820350157297
KLF3,2.3635063,0.006810827204134047,HLA-DRB1,3.8381462,0.0011068511213423767,COL6A1,2.0808573,0.1360219115521216,NPM1,2.2385633,0.008745955376176022,TFF3,4.181672,0.2473771573909698
CITED2,1.5779567,0.007041352660610213,CTSC,3.3973536,0.0011068511213423767,MZT2B,1.6316522,0.13554925421521422,RABGAP1L,4.622626,0.009392922731020699,TSSC4,2.691982,0.24827424076346893
MINPP1,2.9952507,0.007291455161971782,KLF6,3.2218375,0.0011144604073668753,ARPC2,1.3841082,0.13736514774694664,GSTO1,2.7585135,0.009253567048504807,PADI4,4.027059,0.24924877306203025
ISG20,1.7714473,0.00726051133067675,HNMT,6.2039485,0.0012183461737454524,MMP24-AS1,2.8834891,0.13986154722093191,ATP6V0E1,2.0906096,0.009308964798863714,MAGOH,2.0684257,0.2490415387342287
TUBA4A,1.9614648,0.007469259908884759,PDGFRB,4.5313325,0.0012657107342324146,BCL7C,2.6535432,0.1396582904839978,PTMA,1.55819,0.008887437473753129,ASL,4.936161,0.2516945373145426
EIF1,0.9781231,0.008299062446783497,LPL,29.2466,0.0013208464480393678,ELOVL1,2.7872484,0.14035874123243638,TPTEP1,7.944238,0.010835679445244283,SRP9,2.0642812,0.25184262380020056
EPB41L3,28.16348,0.008883932285653958,SLC1A3,7.373182,0.0013411581780495827,POLR2A,4.348562,0.14294358073896393,SRGN,2.1352565,0.010145306151617416,CST7,2.9618883,0.2538758418053868
INPP5F,28.132803,0.008958592545912693,CHL1,29.191854,0.0013430737334340747,LDHA,1.6618357,0.1424871016580958,GIMAP7,6.8342156,0.011628385129139175,NCF4,4.4013944,0.2561570047359871
SVBP,2.2299376,0.00882417183241592,TMEM176A,29.198967,0.0013430737334340747,C19orf70,2.2702143,0.1439327506768296,UQCR11,1.9175707,0.011798042393299719,TMEM123,2.5425668,0.2561428618582133
DNAJA1,1.7988476,0.008852763540699634,MAFB,5.3585644,0.001350107770840016,SIGMAR1,3.0172231,0.14491283701038718,NRGN,5.1462545,0.013568158838019888,AC090498.1,1.2868321,0.25537768859603827
SIAH2,2.4467378,0.008958592545912693,TMSB4X,1.350905,0.0009759224535869611,LASP1,2.3979526,0.1459828510766841,RPL39,1.5825315,0.01279644105315671,ACTR2,2.4188237,0.25886457851564004
WDR26,3.5702748,0.009253495201412788,RPL17,2.6036558,0.001304877202740525,HIST1H1D,4.02055,0.1482575225736339,FKBP1A,2.5216966,0.013889281969489646,GCA,4.0142684,0.2592378987919681
RB1CC1,2.7424731,0.009322676788174332,SF1,2.970882,0.0013411581780495827,HIST1H2AL,27.708626,0.15144955890354064,USMG5,2.105475,0.013570691274670015,PET100,1.3120425,0.2603772958146638
TRAK2,27.426071,0.010331488468385379,HLA-A,1.5047697,0.0011211555798740808,LSM2,2.4969149,0.15126911414845198,RASGRP2,4.622535,0.01532060313313779,ADRBK1,3.6865013,0.2631397812410577
PMP22,2.7503269,0.010824610993394303,CALR,2.4365442,0.0013050409680255086,CCDC34,5.136934,0.1521187192734665,GMFG,2.497974,0.014850707298532708,POLR2L,1.2048104,0.2631747866738505
FAM46C,3.1208885,0.011574610955084795,FMO2,29.178736,0.0014301902167367258,RPL36A,1.1104344,0.1533694106039045,LAMTOR1,2.2473035,0.014850707298532708,ANP32A,2.3444235,0.26560569501506615
HNRNPK,1.3785541,0.011367229573080532,VMP1,3.2358649,0.0013446067726540284,ZFAS1,1.5814304,0.15451242070265503,TRAPPC1,2.7674878,0.015290236922333634,COPE,1.3533812,0.26826642687480035
ATP5B,1.566669,0.011564484993775001,ITM2B,1.7885232,0.0012657107342324146,HIST1H2AG,4.6827865,0.1566826521227825,RPL32,1.4123032,0.014063151752198393,RPL12,0.8410831,0.27389544747956807
RHAG,2.113694,0.01235258490330747,SVEP1,5.9468617,0.001450902315395332,C19orf24,2.2848551,0.16405453499819014,ARPC5,3.1401572,0.01557790375277859,INHBA,3.2932613,0.2806589200395094
KRT1,2.282478,0.01268810711439927,CEBPB,4.2294717,0.001445462312893102,ANAPC11,1.5019825,0.16497096382212728,SNRPN,3.3404565,0.01606145291329257,ALDOA,1.1959192,0.2810729047355986
CTD-2007H13.3,3.2671924,0.012943690515325899,HNRNPH1,2.956482,0.00155420983016985,MT1E,1.8341341,0.1672555448598317,MYL12B,2.1448088,0.016000332893496297,C14orf2,1.2845359,0.28286472127545026
MAT2B,2.690228,0.01349282375677506,GPX3,6.001705,0.0016543769522023575,JCHAIN,1.9906543,0.1672555448598317,HNRNPA1,1.7787762,0.015875039742950032,BLOC1S1,1.335736,0.2842921522060023
SLAIN1,27.974224,0.013888739497620149,LGALS3BP,3.8985255,0.0016543769522023575,HIST1H1E,5.0427284,0.16890258590123539,SDPR,4.8729706,0.01751908432125106,RCSD1,3.5358882,0.28637481690813743
TFRC,1.8701856,0.01355676607917399,MT-CO3,1.4803522,0.0013467486859283055,FAU,0.89248127,0.16782526877767842,GZMB,29.739342,0.017910993836070765,NDUFAF6,3.6998148,0.2869206163901113
GCLC,27.131691,0.01453114199218959,TRAM1,3.2294357,0.0018115545580120653,RPL5,1.0491235,0.17360856770056193,ARPC4,2.40322,0.01751908432125106,RPS27A,0.8234346,0.28843253446706263
CTA-363E6.6,3.2045133,0.014317498466183647,RCN1,4.679146,0.001963691947875339,NDUFB7,1.3173164,0.17609231785655763,CD9,2.9568305,0.01770578157054327,CDK5RAP3,3.0598042,0.3020163141853913
RUNDC3A,27.104591,0.015227257451489961,ABCA6,6.5115213,0.0020259030607593514,TGM2,3.2993796,0.17720493933706827,RPL37A,1.3859748,0.016475304097898102,LRCH4,3.0233486,0.30406958646218774
RIOK3,1.6655496,0.015155594441706227,PGF,4.145705,0.002069860772302357,NREP,4.6426396,0.17773886984962095,VAMP8,3.0599623,0.018317497384096493,PDE4D,3.4896328,0.30735976395895004
MYLIP,1.7928617,0.015373718419533122,MDFI,5.140283,0.0021011574345075187,NEDD8,1.3733689,0.17720493933706827,C14orf2,2.0769894,0.018317497384096493,ANXA11,2.078563,0.3080857646003369
CHIC2,1.698689,0.015385934263952015,GPM6B,3.714499,0.002060573730979686,SHFM1,1.4576653,0.17720493933706827,PPDPF,1.85699,0.018998124649342266,ENO1,1.511341,0.3089357098744193
CSNK1A1,1.6245512,0.01569055233587765,OLFML2B,6.789963,0.0022031958107489756,SNRPE,1.5437157,0.17770120626328073,C19orf33,5.021719,0.02021306583019003,NFATC2IP,3.1406305,0.31412733001682824
GDF15,3.4869194,0.01705515020539848,NBEAL1,2.6152222,0.002193886656618136,CD151,1.7207534,0.177910598604901,C4orf3,2.2174206,0.020195277553032732,FAM49B,2.1323438,0.31527707128455773
FBXO34,3.5929344,0.018136421002679787,BMP5,6.199258,0.0025142142651333093,FAM89B,4.476224,0.1869282778035849,RPS10,1.7655323,0.020038353123767987,C20orf27,2.2423365,0.31648415736700924
TSTA3,1.5074451,0.017925218718976635,CSF1,5.9607096,0.0025437519094241106,NDUFS6,1.4084698,0.18908449091166799,SPINT2,3.0114226,0.021000919813220838,ARHGAP4,2.893983,0.316842914780266
RNF130,2.7970088,0.01879950276624763,FBLN1,6.2210636,0.002608063216475021,RPL26,0.8996975,0.188713239895571,RPL13,1.3740094,0.020380351898378068,TM7SF3,3.2612693,0.31797815435650256
FAM134A,2.4336321,0.01879950276624763,NDUFC2,2.6280575,0.0025146082701088053,METRN,4.071381,0.19204967131077924,RPS20,1.511024,0.02093974766501294,BRI3,1.744718,0.3177721513999777
MOSPD1,3.117806,0.01953708310678412,IFI6,2.0131896,0.0025437519094241106,CTHRC1,4.2533216,0.1936913438493731,PARVB,4.2290115,0.02296324907105686,VRK1,3.2046278,0.3195783489552453
SNCA,1.192337,0.01912066209746432,TNFRSF1A,3.7552798,0.002900425105783251,NHP2,1.9575146,0.19273231651783929,IFITM2,1.8066003,0.022449184402014558,H2AFY,2.1606877,0.3218519991379437
CR1L,2.2729282,0.019808730027126402,NRP2,3.514863,0.0031662894114090423,MORF4L2,1.7527372,0.19261753816137012,EDF1,1.8099248,0.023489618135776002,RPS10,1.1616621,0.3218519991379437
R3HDM4,1.6084385,0.01978136833611229,RHOBTB3,5.0341177,0.0033519973236917112,COL1A2,1.400972,0.1965433856907161,RGS18,5.969784,0.024820711872324024,ACAP1,3.347995,0.3218519991379437
RAP1A,2.2058933,0.020846345972672323,CCL2,29.363258,0.0033785959157615745,RPL4,1.0293157,0.19823808544560106,CLEC1B,29.02539,0.02491647825720871,ATP5EP2,2.6987836,0.3218519991379437
TMEFF2,27.844591,0.02163282735040847,EMP1,4.9545183,0.0033610693613682794,SDF2L1,2.0825315,0.2031159693713311,PKM,2.295452,0.024634637784331954,FYB,2.6999357,0.3218519991379437
CNP,2.665828,0.021504780455116505,S100A13,2.249957,0.0031109982033250905,MPRIP,3.3457544,0.20846179715264002,CYCS,2.8877048,0.02494589319151421,NSUN5,3.0565872,0.3218519991379437
PNP,2.120156,0.02126370309715179,PLA2G16,3.7912488,0.0033610693613682794,HIST1H4B,27.44392,0.20945911082559315,GNLY,29.940685,0.02581590097793467,SLC39A3,2.1383762,0.3218519991379437
WDR45,2.4064157,0.02155163062910261,PRSS23,4.5279465,0.0034622417771179004,HIST1H1B,3.8128219,0.20981058502328517,TPM3,2.4087465,0.02491647825720871,RAB27A,2.912891,0.3218519991379437
TALDO1,1.158161,0.02123408446462501,VAMP5,2.6975672,0.0033138986443504554,LY6K,27.708342,0.2107197809887255,CD52,7.0304923,0.02630428618010981,ARHGDIB,1.2715273,0.3218519991379437
ART4,27.022589,0.02222647747076585,CTSK,28.794956,0.0036232196595471066,P4HB,1.4472138,0.2113326027114906,GTF3C6,3.4108307,0.026128973767202912,CCDC57,2.6632237,0.3218519991379437
FDFT1,2.6176608,0.023549023066498476,RUNX1,4.3425426,0.0037605574360849714,PTRF,2.8820996,0.2113326027114906,ESAM,5.998399,0.02708284741471415,ACTR1A,2.7095635,0.3218519991379437
WNK1,2.1825342,0.023384426497635648,SERPINH1,3.7661622,0.0037327298347132726,ERI3,2.7281306,0.2113326027114906,RPS23,1.4032999,0.02535248962187595,SLC35C2,3.1186314,0.3218519991379437
DCK,2.206729,0.024132135511212047,APOL6,6.2018933,0.0038995167764454964,COX5B,1.1425551,0.21126306406438192,SLC25A5,2.789935,0.0273298028207946,GPAA1,2.6448734,0.3218519991379437
HSPA13,3.9121974,0.024557344362591806,NTRK2,28.959412,0.003978359028277031,HIST1H2AH,27.345373,0.2120436008317923,PLAC8,3.290044,0.028247341427143583,NDUFB2,1.4203027,0.3218519991379437
MPP1,1.306494,0.025303113515719813,NAV2,29.13232,0.004027972682563962,PTP4A2,2.3946562,0.2132720920574173,DAP,3.2555902,0.028802907053033462,MS4A3,27.687881,0.3218519991379437
HSD17B11,2.3593214,0.02650931164896999,LAMA4,3.9311905,0.004074051855972509,EIF4EBP1,2.2582922,0.2132720920574173,PPP1R18,3.5951836,0.028950905451753776,CEACAM6,27.589582,0.3218519991379437
SDE2,3.145593,0.026715883314812876,EMILIN1,4.3537025,0.004177992028215859,UQCRH,1.1656137,0.2139304553094295,NAP1L1,2.163007,0.0304815263946395,USMG5,1.2598261,0.3218519991379437
TOR1AIP2,2.5473974,0.027242654867220207,TYMP,2.9729471,0.004220399135361033,GNG12,6.319303,0.21568814427607444,CAPZB,2.735456,0.0309703120335099,TMEM219,1.5625095,0.32258544359695707
PLEK2,3.3938959,0.028526932248874374,KLF2,3.6872628,0.00463209454020798,HMGN2,1.1661884,0.21476753248910965,CAMTA1,2.5600476,0.03122939031910315,LYST,2.7108257,0.3226984815740853
SNX1,3.1437929,0.0288833592750501,IGFBP4,2.2775984,0.0045164803731735275,BIRC5,3.1070278,0.21568814427607444,F13A1,29.029755,0.0322799907290408,PPIA,0.9801245,0.3226984815740853
TMEM55B,2.917876,0.029061317157636473,VAMP2,2.4894323,0.0046829780041144,RHOC,1.5578641,0.21711709732342319,EIF3F,2.3811624,0.03138417618054107,S100A6,1.0023906,0.3236744981722399
GNAI1,3.1758456,0.029334937478539817,RAI14,5.187819,0.005105058772943866,COX8A,1.1801131,0.21865170949363527,MINOS1,2.4826744,0.03174326744107199,COX5B,1.0697715,0.3252464148643948
ERMAP,2.7302868,0.030215615009345873,FGF7,6.329855,0.005153964330042677,HIST1H4H,2.796661,0.22027768072013285,COX7A2,1.6498154,0.03262653547769432,IMMP1L,2.6370835,0.32589000243258404
TCEANC,4.675056,0.03220909015653126,COL6A1,2.699512,0.004941235474287652,WDR34,5.708788,0.22227609863805492,RPS4Y1,2.1288445,0.03362540761674836,CORO1A,1.523764,0.327526684089584
TMEM11,1.6811221,0.03161678314822812,CTSD,2.490327,0.005008437624405188,ATOX1,1.5844284,0.22132891653861164,SEC61B,1.7419966,0.03380355428851116,RPS27,0.7093832,0.32642537421873974
KIF1A,27.657639,0.03243405121406778,LTBP2,4.6206465,0.005257898093385728,HRAS,5.453304,0.22227609863805492,GNG5,2.0204937,0.035682261408613025,SYNGR1,2.4364688,0.3280620409780103
TOP1,1.8113775,0.03212397634933616,PPIB,2.2478597,0.005031185873267377,EHD2,3.3273032,0.22232930495081243,TPM4,2.3919146,0.036123933793240165,GLYCTK,27.210451,0.3302614138196152
ETV1,27.646189,0.03268432467697511,AKAP9,2.8069634,0.005159671789171832,C4orf48,2.4438038,0.22255712322530413,LAPTM5,3.7247355,0.03713668726768604,ADPGK,2.4469557,0.3314002633328468
UBAP1,2.2516356,0.03247012451920409,GZMK,3.6353626,0.005389458748980354,RPS21,1.002629,0.22250171914648822,TRBC2,29.30826,0.038875203198065734,AC245100.1,4.9186425,0.3343367099778283
CISD2,1.4924028,0.03239746452575547,HSP90B1,2.151302,0.005153502528613015,CAV1,2.639519,0.22445875107797753,RPL35,1.2712115,0.036716655397795214,H2AFX,2.4619832,0.3362824319162005
MARCH3,1.8573058,0.03300699980358724,LMO4,2.920058,0.0055189253711711685,SELM,1.3681206,0.22391207523910842,RPL37,1.3208158,0.03691768278034985,VAT1,5.202725,0.336838140192301
NFKBIA,1.5286489,0.03305495977915382,ANGPTL4,28.951698,0.005934618444911289,FAM207A,2.5725846,0.2246675146584829,COX6B1,1.6195966,0.037968273525573276,ANLN,27.325584,0.33733865021181453
MIR22HG,3.5426555,0.03564901047002209,MT1E,2.7279823,0.00570719700201486,RPL22,0.9371819,0.22445875107797753,MYL9,2.1635866,0.03998149579394175,TMEM205,2.3845785,0.3372460837304094
ASF1A,2.7586637,0.038759287253282336,FGFR1,3.711979,0.0060031346934704514,CENPB,4.841327,0.23139440450866153,RPL36,1.2983261,0.038765635140483895,ARAP1,4.7025414,0.3385191050475193
RBM38,1.7418098,0.039129317829185516,PLPP3,4.0357656,0.006251910537754521,NQO1,4.7300773,0.23292638224637835,CARD19,3.2968633,0.040707495768796675,DHFR,2.4178963,0.3385191050475193
ANK1,2.2537951,0.04048277427583304,ID4,28.764061,0.006851464520062759,TMED9,1.9038519,0.23435443360720806,DLK1,6.09926,0.041595969812229475,RGL4,4.5590773,0.340564731669843
ATP6V0B,1.2597296,0.040162178324604766,RBMS1,3.82632,0.007044543776212013,ATP5G1,1.3569785,0.2349873792787606,MSN,3.2643168,0.04162417607012219,WDR70,4.5658765,0.3408355557135261
UBE2H,2.083835,0.04077752906546085,HP,6.040826,0.0073949214588050795,EHMT1,4.5964227,0.2415423609723377,ARF1,1.581957,0.04241196318837289,METTL17,5.8186765,0.34133951820004876
ACHE,2.664531,0.04148770127227316,RBP1,28.732075,0.0074943262487422195,CKAP4,3.0514536,0.2418971031434737,RPL23,1.5071151,0.04255007661931244,SCD,4.5846643,0.3425269761572923
YWHAE,1.1672219,0.0411048867852884,PLEKHA5,28.828608,0.0074943262487422195,KDELR2,1.5532849,0.2424986106659644,COMMD7,4.2153997,0.0447416577349439,HMG20B,2.2892401,0.3434493774988593
C9orf78,1.2626016,0.04099320909843436,HLA-C,1.3803747,0.006539926108449406,FSCN1,2.4576395,0.2460627134371637,ATP5C1,3.0355673,0.0447416577349439,RPL13A,0.64396065,0.3425269761572923
IGHG3,0.9681774,0.040815192858052074,TIMP4,28.666012,0.007579933471786031,SORBS3,4.824885,0.24763550263338285,TMEM40,28.62504,0.04571634415362274,PDXK,4.361957,0.34506250103039227
CRIPT,1.7074745,0.04217290873123783,RBM6,4.3079596,0.0074943262487422195,NME1,2.1511264,0.24799663068975697,ILK,2.5213661,0.0447416577349439,FBXO9,1.7935257,0.3452962646597903
SMIM5,1.5964683,0.04236068068500573,C11orf96,6.525702,0.007667877308253986,USP16,2.3102634,0.24855124539977458,RPS8,1.2552232,0.0434848024679694,SLFN13,4.3701067,0.3459564933644364
C3orf58,1.8796315,0.042724655350082706,KHDRBS1,3.9481416,0.007667877308253986,CAPN2,3.0460708,0.24955487024954434,CD99,1.8866965,0.0447416577349439,TRIM38,2.4266615,0.3461924070652946
FAM122A,3.8848438,0.04469779146919827,COL6A3,3.4060616,0.007673124994363396,RPL14,0.8636281,0.24694308326716524,TUBB1,6.039637,0.04629424691603596,GFI1,27.454262,0.3476881785331846
YPEL5,1.3656061,0.046219659445906766,IER3IP1,4.089459,0.007848165900324857,NOP16,5.3887496,0.25437903948908547,CTSA,4.927494,0.04629424691603596,CITED4,4.2922974,0.3478454537964752
CD55,1.7233068,0.0463776173086081,ACADVL,3.495417,0.008633338523917353,PRRX2,4.038908,0.2542332554990666,RPL27,1.3397433,0.04462408304196851,TOLLIP,4.13561,0.35162263460020116
TMEM57,2.2949665,0.04752055533455489,APOD,28.912611,0.008892717630327686,MYH9,1.5772531,0.25333857467633447,TUBA1B,1.4227501,0.047037401771002345,TMEM183A,2.221748,0.35165722854224885
CIR1,2.3241334,0.049545065062118795,TTC14,4.5863996,0.008982180457604997,C21orf58,3.0205662,0.2545709156769546,RPS14,1.0820626,0.04639689714910646,HLA-G,4.7096634,0.3525912881214043
PAFAH1B1,2.3306653,0.049552908675862845,KTN1,2.552143,0.008653841326440127,AXL,2.9301121,0.2549832714487807,SELT,2.525321,0.04916651139981152,KIAA0513,4.2431126,0.35292241825465853
NPRL3,1.8598182,0.0494445985922666,RPL23A,1.2914854,0.007847680824147586,POSTN,4.1357903,0.2592315234735058,MDH2,3.5484142,0.05042825417220554,EIF4B,2.21036,0.35282654764506277
IGHA1,0.89406556,0.04881217862343108,TGFBR2,28.554304,0.009186903272015778,TOMM7,0.9892935,0.2592315234735058,CYB5R3,2.4547648,0.05042825417220554,ARPC4,1.4277633,0.35292241825465853
PPP1R15A,1.0104277,0.050014591879788795,GMDS,5.758998,0.009166562442920773,SEC61A1,2.370264,0.2619755101579665,MT-CO1,1.1487339,0.04852703368261588,MRPL51,1.4241236,0.35302696738267403
RAP1GAP,26.722816,0.05196078524138366,DBI,2.383561,0.008982180457604997,SERF2,0.7296423,0.2612109325358059,COX17,2.1923103,0.05229686293051738,CKS1B,1.7167758,0.355191820333134
RP11-486A14.2,26.650084,0.05271897179890476,MAP4K4,2.6759894,0.00914608149775109,CSRP1,2.3375711,0.2650484704296105,CDIP1,4.0820765,0.05371748670061029,ANAPC11,1.2639946,0.3554647571625993
HOPX,4.216035,0.0532867646935882,RBMS3,4.3633637,0.009556367264178372,JTB,1.3397989,0.2650126843738626,RPL8,1.1327957,0.05257455278820916,SUCLG2,4.080391,0.3567681425586087
ABALON,4.092939,0.05336660940992294,MAP1LC3A,4.836391,0.0100011240998887,PCK2,2.8689857,0.26698692055556583,CD3D,29.122715,0.057040747330237125,CAPG,3.968583,0.3576280234444715
STK17B,1.9602644,0.05507013088180931,CHD9,2.5754657,0.009556367264178372,NBL1,2.080326,0.27194922047020653,ARL6IP5,2.8355799,0.0568344580035582,LAMTOR4,1.2954105,0.3579607745977553
ARG2,3.3351886,0.05594857504096972,SERTAD1,5.208553,0.010094325424969885,EHBP1L1,2.300853,0.27487579942855117,NGFRAP1,2.2542858,0.057040747330237125,ANXA4,3.888755,0.358864304182178
RP11-874J12.4,26.643257,0.05634762325625537,ITGB2,2.8735678,0.009907150865036045,ATAD5,3.6139243,0.2818510268738359,VASP,3.380502,0.058714717155456335,BAD,1.7062566,0.3617206312878183
PITHD1,1.3360876,0.056143581040176575,POLR2J3,2.9364016,0.0100011240998887,TIMM10,2.5040033,0.28143026383470066,ERH,2.0539827,0.058462091417024346,NONO,2.2758155,0.361999715524609
EIF1B,1.081869,0.05658299524580327,SLC2A3,4.396681,0.010770977555340282,CH17-373J23.1,2.71821,0.2858535754302415,YWHAH,2.287191,0.05972175664179162,SRSF10,1.7049259,0.36256683681019736
FOPNL,3.7680893,0.058278665933130636,MT-ND5,1.8894546,0.010273584429132414,ITGAE,2.405186,0.2872920441902988,RPL31,1.2626231,0.05846936820915628,ZNRD1,2.110573,0.36288509619830767
RNF182,3.3944826,0.05823014847735195,HERPUD1,2.7055955,0.010947809229221828,EPM2AIP1,2.6608057,0.28729446025265903,PTGS1,5.623705,0.061965244978745684,LMO2,3.7976162,0.36346168963382913
OSBPL1A,2.7520359,0.058278665933130636,LPAR6,5.312525,0.0118430384891091,SRSF2,1.1416963,0.2867400026059439,ATP5L,1.3464998,0.06010594807397565,COX6B1,0.97588944,0.36346168963382913
SEMA7A,2.7146142,0.05868196790708917,MRC2,5.079436,0.011901705002532304,MZT2A,1.6406726,0.2892256249657496,CSTB,2.1411045,0.061688776586327536,FAM26F,3.6668456,0.36563865783848815
