Neural_n,Neural_l,Neural_p,MSC_n,MSC_l,MSC_p,Fibroblast_n,Fibroblast_l,Fibroblast_p,Megakaryocyte_n,Megakaryocyte_l,Megakaryocyte_p,Myeloid_n,Myeloid_l,Myeloid_p
CRELD2,-3.8242695,0.002695889043057964,ZNF346,-24.598955,0.2620202882852719,GABPB2,-25.637241,0.09713824984173913,PTRH1,-25.535686,0.06398617018178966,PHF3,-26.693827,0.0014589737161643964
AHI1,-27.12479,0.0027256482893320806,UQCRB,-0.96698993,0.26363968372735963,ERICH1,-25.539604,0.09713824984173913,NAMPT,-25.875599,0.06398617018178966,CCDC14,-26.433975,0.0014556804918432018
NUDT3,-26.99273,0.002672105135072991,PPM1M,-24.52342,0.2618760879135167,UBA6,-25.563528,0.09584351188201203,MTMR3,-25.762463,0.06398617018178966,AKR1A1,-26.89367,0.0014556804918432018
GSTK1,-2.0403626,0.0024904425413285734,CFAP161,-24.805676,0.2617955319623571,ACO2,-2.9509225,0.09471270541440871,ELANE,-2.586093,0.06462300470694024,NMI,-26.37745,0.0014391421668372235
EIF3L,-3.8529308,0.002579429364833558,YPEL3,-1.3103477,0.2630206673628138,CD302,-25.796568,0.09498171660046958,UTP6,-25.601927,0.06336044994582457,MOSPD1,-26.649872,0.0014390789845199683
CISD3,-27.161055,0.0026414731361636334,RHAG,-1.4677839,0.2627127338028999,WLS,-25.270947,0.09461869242597544,CENPM,-25.394682,0.0630857593655151,PPP1R2,-26.451763,0.0014375404809623311
RAB34,-27.11651,0.002620127857051402,UNC13D,-24.184238,0.2611954679529438,HSD17B4,-25.296524,0.0938518996571837,ITGB5,-25.566729,0.06291268825407723,RNF213,-26.680264,0.001434436556690916
REST,-27.206575,0.0026101906937984966,WFDC1,-24.499294,0.2611954679529438,DCAF10,-25.607052,0.09288993940487685,DLC1,-25.845558,0.06253017386364186,MALAT1,-2.2315447,0.0038344128677818474
TMEM14C,-2.5405848,0.0024206816003242318,MFSD2B,-25.239964,0.2611954679529438,PDCD4,-25.85024,0.09285755105957316,LINC00936,-25.745283,0.06228605517260684,ZDHHC4,-26.542347,0.0014319708846604413
NDUFA3,-2.2104447,0.0023911692684532057,TUSC2,-1.7925884,0.2604362472452436,TSC22D1,-1.8461927,0.09461869242597544,CBX7,-25.768152,0.06211573813572461,ZNF22,-26.368502,0.0014228739792711287
MYC,-27.064299,0.0024904425413285734,ITLN1,-24.838068,0.2592109462226819,PBRM1,-25.83656,0.09158062690272284,IER5L,-25.861979,0.061965244978745684,YPEL4,-26.513386,0.0014163573823382785
SDHD,-27.045324,0.0024883692465447714,MAT2B,-1.5752392,0.2592109462226819,SLC16A1,-25.734194,0.09132961042971387,NEK7,-25.899353,0.061965244978745684,OAZ2,-26.573694,0.0014030467320841047
CD99,-1.5954521,0.0023118560942795656,CUX1,-24.593796,0.25793614141528015,PCNA,-25.453823,0.09132961042971387,AKR1A1,-2.7852085,0.06185107280768293,RPL4,-2.299707,0.003367420650910105
GMDS,-27.308409,0.0024656601480742587,GLRX2,-25.17317,0.25793614141528015,TOM1,-25.426107,0.09132961042971387,TBC1D22B,-25.692663,0.061688776586327536,FST,-26.807013,0.0013825253841741655
EIF4EBP1,-3.7660704,0.0023748112665865624,PTCRA,-25.016418,0.2564785680997081,SLC35C2,-25.562456,0.09132961042971387,C17orf99,-25.621836,0.061688776586327536,FAM177A1,-26.699173,0.0013511691150861428
MRPL3,-26.89198,0.0024229725102505153,BLOC1S6,-2.2957823,0.2560898179874688,VAPA,-1.5632162,0.09266032659338144,CPQ,-25.519985,0.061688776586327536,USP16,-26.787312,0.001337173936077119
MIEN1,-3.6857183,0.0023476197862198306,SRC,-24.494751,0.2560898179874688,HBQ1,-1.3416264,0.09465074167486993,GCNT2,-25.854004,0.061688776586327536,WBSCR22,-26.62494,0.0013295583402818342
CYB5B,-27.039211,0.0024206816003242318,DDRGK1,-2.4207354,0.2543539669428162,ABHD13,-25.41894,0.09132961042971387,RMND5A,-25.701082,0.06142273595003478,ABTB1,-26.540274,0.0013116258224048132
C11orf96,-26.996061,0.0024206816003242318,DENND4A,-24.94941,0.25434012930372407,PSMC6,-3.162491,0.09090275725591292,ATG4A,-25.795725,0.06124239712411306,NFE2L2,-26.587828,0.0012932593061576755
CDIP1,-26.924282,0.0024003989980405887,NT5C3A,-1.5169232,0.25574982599851287,CLPX,-25.95129,0.09090275725591292,LENG1,-25.635939,0.061183096241021646,BPTF,-26.830439,0.0012927975702693073
COMMD7,-26.975922,0.0023961679381702045,PIP5K1B,-24.8341,0.253244732696817,LGMN,-25.86622,0.09090275725591292,TTLL7,-26.233704,0.06091323090757493,FHL2,-26.386885,0.0012927975702693073
FBLIM1,-27.084156,0.002391234582275455,PSMA6,-2.3515563,0.2518712279267412,BRD3,-25.71072,0.09090275725591292,EIF2B4,-25.759335,0.06091323090757493,HSP90B1,-2.8787189,0.001988311444674636
EFEMP2,-27.136948,0.002391234582275455,KDM6A,-25.131617,0.2498074956608473,MIF4GD,-25.352869,0.09090275725591292,LMF2,-25.648563,0.06091323090757493,CDV3,-26.377733,0.0012684357783023447
PLA2G16,-3.3570836,0.0022037306841577327,GTF2F2,-24.589712,0.2495309571066454,ERAP2,-25.526026,0.09090275725591292,WHAMM,-25.66928,0.06091323090757493,EPC1,-26.54922,0.0012684357783023447
RAB4A,-3.6374683,0.0022346659924837777,AC091729.9,-24.768612,0.24822836695528394,RGS3,-3.0262594,0.09073382199831606,DUSP6,-25.445034,0.06091323090757493,GP9,-26.679735,0.001259176639260737
NAV2,-27.36186,0.002306497357469826,SYNGR2,-25.110914,0.24782646056476498,TSN,-25.786228,0.09073382199831606,WWC3,-25.657433,0.06091323090757493,TSPAN3,-27.043306,0.001259176639260737
MGMT,-26.940285,0.002303637660399693,HOMER2,-24.423058,0.24782646056476498,BOD1,-25.35219,0.09070475545050427,BLCAP,-25.74721,0.06073899262764575,STAU1,-26.394512,0.001252282739690754
PPP1R18,-3.8128707,0.002227364581971622,ISCU,-0.8786359,0.2496437937550665,ESAM,-3.176794,0.08893279035582659,CTBP1,-25.39104,0.06043312930417009,TOMM22,-26.246218,0.0012452727579272938
NTRK2,-27.211176,0.0022799912670060075,PRIM1,-25.295723,0.24740319216814724,PTEN,-25.787975,0.08893279035582659,INHBA,-25.928772,0.06032398495739694,EFCAB14,-27.204304,0.0012401449596103995
ARL4C,-27.281132,0.0022723792039771955,RHOF,-2.0199776,0.24782646056476498,MRPS18A,-25.785765,0.0889062334829198,DPYSL2,-26.11836,0.06010594807397565,UFM1,-26.734451,0.0012399630732570681
APRT,-2.2656398,0.002117608227891602,H2AFX,-2.348675,0.2467108329072553,FAM73A,-25.630426,0.0889045474877352,TATDN1,-25.691338,0.06010594807397565,PPP1R11,-26.778769,0.001238973298134098
EML4,-27.09793,0.0022442697079487093,SNX16,-24.856968,0.24610257957302797,ARIH2,-3.5352943,0.08779102973428526,ANK3,-25.685282,0.06010594807397565,IRF9,-26.637619,0.0012315967556120865
PTRF,-27.260254,0.002237644356534408,R3HDM4,-1.1902676,0.24740319216814724,TWSG1,-3.2228708,0.08735181530996827,ETV1,-26.547653,0.06010594807397565,TBC1D20,-26.560413,0.001223406459492335
DUSP23,-3.9098847,0.0021693502947461103,CMTM2,-23.670815,0.24491463751869041,ETF1,-25.394468,0.08759216456458668,UBXN2A,-25.448864,0.05972175664179162,APOL6,-26.327488,0.0012229381507388795
LIMS1,-2.915182,0.002081717716080696,ZDHHC12,-2.1736457,0.2449119326640463,ING4,-25.690094,0.08679286529397888,KIF1A,-26.55857,0.05958658267165704,ERMAP,-26.672514,0.001217935838800372
HNRNPH1,-2.1957436,0.002068171302923117,FAM49B,-2.090719,0.24477487131380118,TBCB,-1.8706445,0.08771897461297853,ANKH,-26.21011,0.059018239118321915,MAP1LC3A,-26.548567,0.0012109865125455952
EDF1,-1.536935,0.0020584666075251067,FAM107B,-24.766617,0.2424306008937079,STAT6,-25.775694,0.08634688129701285,HIPK3,-25.532887,0.059018239118321915,GABPB1-AS1,-26.687729,0.0012107047770444819
EBF1,-3.7363632,0.002117608227891602,XK,-24.939812,0.24206781612796566,PRR4,-25.838696,0.08634688129701285,FLYWCH2,-3.0934544,0.05846936820915628,ERRFI1,-26.850534,0.0012107047770444819
LTB,-27.525984,0.0021987541075011684,ELOVL1,-1.8504931,0.24235782772026207,GTF2I,-2.2011688,0.086967210719787,HIST1H2AG,-25.917242,0.058462091417024346,UFD1L,-26.6549,0.00120901773889545
OST4,-1.3026806,0.0020078681748763203,CCNB2,-24.89522,0.2415231491206411,HGF,-25.92191,0.08591368055070317,KAT6B,-25.934,0.05777039762796825,CTA-363E6.6,-26.782297,0.0011566315939051624
SPAG7,-3.795578,0.0020630271767585195,EPN2,-25.348482,0.2399121974355084,ZNF75A,-25.666592,0.0854458841082689,RALGAPA2,-25.724218,0.057192052023573005,ATG12,-26.580873,0.0011340562878825204
PYCARD,-3.728334,0.0020586279050422924,USP7,-2.3704233,0.23932098131382556,MAPK14,-25.590794,0.08532666778838,IRF2,-25.834553,0.057040747330237125,MT1X,-26.563326,0.0011340562878825204
C19orf33,-27.217937,0.0020981430716075686,ACP5,-24.78576,0.23932098131382556,ARID2,-26.025637,0.08486853949134933,TP53I13,-25.329117,0.056428400566819026,NAA20,-26.336317,0.0011330943072852483
RABAC1,-1.965528,0.0019534699867755005,ACTB,-0.70002913,0.24205853262184004,GZMM,-25.77782,0.08483238251360053,DLEU2,-25.62326,0.056281346263267855,WDR26,-26.721745,0.0011330407662689431
CTSK,-27.066135,0.002081717716080696,PRDX2,-0.8214632,0.24200681131790883,EMB,-25.834614,0.08347417038945151,QTRT1,-25.532482,0.05611123839356878,ANKRD12,-26.770578,0.0011261083837007817
RSRC1,-3.8812118,0.0020376027250669504,AURKA,-24.877247,0.2386829044194299,APOBEC3G,-3.2951162,0.08281873966543477,ANKRD17,-26.059496,0.05601756594287437,HK1,-26.62973,0.0011234722991082476
CNPY3,-27.192474,0.002068171302923117,MGME1,-2.634651,0.23803990676955772,HTATIP2,-25.757656,0.08302252421198134,CTHRC1,-25.955008,0.05601756594287437,PTS,-26.67381,0.001102288596590693
HP,-27.531212,0.002064544696113609,MED30,-2.358998,0.23803990676955772,SMIM5,-1.8773669,0.08423654663405143,NFATC2IP,-25.636448,0.05601756594287437,MAGED2,-26.4014,0.0010852091923725855
TREML1,-27.200745,0.0020624486468053256,ITGA4,-24.956408,0.23701551706363277,ILF2,-3.4384897,0.08194818724581607,MYO6,-25.931398,0.0559970414434898,SYPL1,-26.629982,0.0010638248001413652
CHST12,-26.880468,0.0020462456784805685,FIS1,-0.8481117,0.23850857604538728,TRIP11,-25.958748,0.0821988778561922,VEZF1,-25.991087,0.05558737969692069,WDR74,-26.872936,0.001059544631395923
PGLYRP1,-27.47475,0.0020462456784805685,TOLLIP,-24.74054,0.23590705902485168,ORC4,-25.818117,0.08194818724581607,PHF11,-25.56062,0.05558737969692069,ABHD14B,-26.427694,0.0010472740876256333
DUT,-2.3249109,0.0019209741967866072,C4orf27,-25.080147,0.23590705902485168,HMBS,-1.192492,0.08532666778838,RABL6,-25.91497,0.05558737969692069,UBE2K,-26.831789,0.001014783140717219
ERI3,-27.074373,0.002043110097303893,SERPINB1,-1.7706126,0.23622734491335298,RDH11,-25.79345,0.08151653471237155,SRP72,-3.1492224,0.0547100029405999,LARP7,-26.480732,0.0010053509390099047
CAV1,-27.398443,0.0020378391159394794,PARVB,-2.072396,0.23491545801545108,PSMB3,-1.6275165,0.08303655245677763,PPIH,-25.469034,0.0547100029405999,JAK1,-26.842556,0.0009971396861250628
MESDC2,-27.112394,0.002029087746897444,SCN1B,-24.741407,0.23358215545094757,DLGAP4,-25.777645,0.08078589021090668,ZNF644,-25.988157,0.05414699919533928,OGT,-27.088867,0.000991772783932825
TEX264,-27.024431,0.002021475271513957,TADA3,-2.247417,0.23199022223159835,PBXIP1,-25.723207,0.0807591535980128,NOB1,-25.525768,0.05390807390092617,GSTM3,-27.313723,0.000987102510805689
THBS1,-27.286789,0.0019950908354753986,CCL4,-25.273174,0.2294778622176594,UCHL3,-3.2151146,0.08050489037248683,SH3GLB2,-26.116154,0.05359865118367935,PAIP1,-26.558746,0.0009863454411383774
CCL2,-27.560051,0.0019714885171248355,ATG2A,-25.133003,0.22894269550388477,RBBP6,-2.6233897,0.08050489037248683,RYBP,-25.801117,0.05359865118367935,ARF4,-2.8399227,0.001773779630716462
DAB2,-27.198547,0.0019534699867755005,SGOL2,-25.09918,0.22893562469212575,NAMPT,-25.97849,0.08050489037248683,TMEM108,-25.6548,0.0529782001416397,HDDC3,-26.546593,0.0009788891991090532
UQCRFS1,-2.5864012,0.0018188221195053604,C11orf21,-23.663046,0.228619692905734,MTMR3,-25.865122,0.08050489037248683,IKZF5,-25.800505,0.05267242820808787,GZMA,-26.938446,0.0009788891991090532
DDOST,-26.8983,0.0018665218903499239,TMEM55B,-2.1536942,0.22886119848775516,QARS,-25.996866,0.08010371403777966,VOPP1,-25.830309,0.05257455278820916,FMO2,-26.639378,0.0009657429286516257
SNHG8,-2.6823661,0.0017059832560224423,SULT1A1,-24.12674,0.22750783904271019,MTHFD2L,-25.307316,0.0800151084189225,RXRB,-25.420345,0.05247436950985287,C19orf66,-26.67908,0.0009563900630807558
COX5B,-1.5408407,0.0016747285322142352,TNFRSF18,-25.20074,0.22694980802938428,CD3D,-26.16898,0.07991218003992664,APOL2,-25.338129,0.05157785005166304,MOB2,-26.43279,0.0009554487974454656
CCND1,-27.468464,0.0018087285656075798,SENCR,-23.748886,0.226828240902072,CCDC186,-25.668425,0.07977044577742731,ALDH1A3,-25.627981,0.05148132544574388,GDI2,-26.549965,0.0009554487974454656
GNG11,-2.1799695,0.001654041435985965,CYB5R4,-24.803717,0.22569551982130323,ITGB5,-25.66903,0.07963530762839169,NCBP3,-25.708681,0.050898278465304085,ESF1,-26.78204,0.0009485464268280819
TGFB1I1,-27.095112,0.0017547614120786577,PDCD10,-1.2329233,0.22694980802938428,TPRG1,-25.871407,0.07952425492895161,GSTM3,-2.5790424,0.05000943213231416,IRF7,-26.676697,0.0009388897042740619
FDPS,-27.23293,0.0017267382669350975,GZMH,-25.088982,0.2240677843818055,CD68,-25.880749,0.0794469545766158,AHSP,-1.1914058,0.05652495790081102,BBC3,-26.65123,0.0009275164337886218
HNRNPUL1,-4.1011767,0.0016812431670322927,FAM19A2,-24.750534,0.22379852827429855,CBX7,-25.870823,0.07871797768376844,DCUN1D1,-2.2484396,0.050506578422205184,RAI14,-26.670095,0.000913796760450561
TCEAL4,-27.183563,0.0016812431670322927,RP11-446N19.1,-24.348055,0.22348037500871404,ZC3H7A,-25.739447,0.07833451540712155,PDK4,-25.715393,0.05000943213231416,KCNQ1OT1,-26.792768,0.0009130262031844831
MFSD10,-27.24619,0.0016654320144133866,TTK,-24.400482,0.22328310781470387,CCDC174,-25.524834,0.07833451540712155,ITGA10,-25.576,0.05000943213231416,MFF,-26.324125,0.0009113588738662401
RAP1B,-3.431238,0.001570372232052735,ZCCHC6,-2.2723882,0.2231919241340386,TBC1D22B,-25.795189,0.0779865444387591,RBM7,-25.748526,0.05000943213231416,TMEM176A,-26.65628,0.0009075285420161414
BIN2,-27.131037,0.001654041435985965,TMSB4Y,-23.993164,0.2231919241340386,GCNT2,-25.95685,0.07795480768192861,A2M,-25.657322,0.0499328249823609,CCNG1,-26.24634,0.0009075285420161414
MDH2,-4.165065,0.0016094489014419867,IGHG1,-1.0495142,0.22569551982130323,R3HCC1,-25.59346,0.0778897202568133,MIRLET7BHG,-25.789614,0.04981602249747032,CHL1,-26.650343,0.0009075285420161414
FAM127A,-27.095987,0.0016094489014419867,TPX2,-25.131248,0.2231919241340386,NPC2,-1.6626228,0.07956616923377931,MGME1,-25.756575,0.04970256165650345,GLRX3,-26.546755,0.000902256362303126
SPCS3,-26.946619,0.0015951401540410701,BIRC3,-25.110186,0.2231919241340386,BCL2L1,-1.3478981,0.08023410065500367,CEPT1,-25.664713,0.0495538353138568,PPP1R12A,-26.820536,0.0009009194031426763
EIF4B,-27.296078,0.001590221192795106,CDK5RAP2,-25.425047,0.22196253117743323,LENG1,-25.73836,0.0770931454952489,TMEM259,-25.822792,0.0495538353138568,NRBP1,-26.391972,0.0008939701194063026
LAT,-3.4529786,0.0015387240153313354,C6orf25,-25.002789,0.2216847796901733,TMEM9,-25.240206,0.07692858991017801,ZNF791,-25.662954,0.0495538353138568,LPL,-26.695951,0.0008902162800936492
IER3,-27.469275,0.0015801168278200125,IMMT,-25.630407,0.22023968566485524,AC006942.4,-25.834259,0.07688460167410438,ATP2B1,-26.133118,0.04945373157708422,SDHA,-26.64723,0.0008896854149671929
CYB5R3,-2.480204,0.001475214961037741,COMMD9,-25.186958,0.22012794494015775,TTLL7,-26.337452,0.07688460167410438,RNF13,-2.562937,0.04942786553112231,RNF5,-26.720865,0.0008833495846613782
SERTAD1,-27.06697,0.0015801168278200125,POLB,-25.727373,0.22012794494015775,EIF2B4,-25.861988,0.07688460167410438,TGFBR3,-25.46607,0.04942786553112231,CSRP1,-26.722382,0.0008645788535985406
KCNMA1,-27.682629,0.0015366969628959003,CD55,-1.5620482,0.2216847796901733,WHAMM,-25.77176,0.07688460167410438,CYGB,-25.678255,0.04942786553112231,TM2D1,-26.406,0.0008610582406302396
BNIP3,-27.30445,0.0015366969628959003,TRAF3IP3,-25.271574,0.22012794494015775,PLOD3,-25.597298,0.07688460167410438,FAM215B,-25.790247,0.04942786553112231,TGFB1,-26.423971,0.0008610582406302396
GDI1,-4.0505824,0.001451482664661225,RAB37,-24.695608,0.21989870515098298,WWC3,-25.759893,0.07688460167410438,RAD50,-25.955067,0.04938977515835489,CHMP4A,-26.71858,0.0008530178294856227
SDPR,-27.127306,0.001487824542374198,ARMC8,-2.7376425,0.21922660303546032,DPF2,-25.812449,0.07678924330079664,NT5DC2,-26.084646,0.04916651139981152,COA4,-26.52863,0.0008484030936091373
PLEK,-3.894486,0.0014328247218731182,WHSC1,-25.007887,0.21945911007587887,ANK3,-25.787794,0.07574675801271408,PPFIBP1,-25.789896,0.04916651139981152,DCAF8,-26.633911,0.0008454015615450046
UACA,-27.375753,0.0014417069157191275,SPI1,-24.870441,0.21945911007587887,ETV1,-26.652338,0.07567433993753148,NR2F2,-25.685034,0.04916651139981152,RP11-81H14.2,-26.598957,0.0008382241160050148
DNAJC1,-27.053568,0.0014328247218731182,MRPS35,-25.123224,0.21764283500295323,DCAF12,-1.6682831,0.07715864447993093,LARP6,-25.949139,0.049063910232707814,FBLN1,-26.667267,0.0008362596743432314
IBSP,-27.761799,0.0014326029836002508,CMBL,-25.244843,0.21732495238235208,UBXN2A,-25.550968,0.0751533794367763,IGF2BP2,-2.699039,0.049063910232707814,MACF1,-26.854406,0.0008311472356984028
ERP29,-2.7695286,0.0013432883183228637,TPMT,-24.215652,0.21697210393293218,KIF1A,-26.663292,0.07491983526371317,HIST1H1B,-25.989264,0.048593417983949866,UQCRC1,-26.798018,0.0008309817675623137
SHFM1,-2.079835,0.001295193776467462,RP11-166B2.1,-25.139662,0.21669287914211377,YIPF2,-3.1991246,0.07446315054627807,RB1,-25.962128,0.048593417983949866,SPAG9,-27.222801,0.0008251271977651901
YWHAB,-2.9527814,0.001295193776467462,CDKN2AIPNL,-24.75666,0.21669287914211377,LAMTOR3,-3.175718,0.07446315054627807,RBFA,-3.2095835,0.048454082327814195,CTSZ,-26.668318,0.0008094423313824794
CCDC14,-27.190487,0.001375294033111433,ARHGAP11B,-25.110441,0.21660841012257498,ANKH,-26.313793,0.07446315054627807,CTSG,-26.1148,0.04850030296281239,RABGAP1L,-26.41515,0.0008086453723822481
NDUFC1,-2.4468064,0.0012636080112835043,TACC3,-25.012114,0.21660841012257498,RBM28,-25.614798,0.07301195365695594,ITSN1,-25.788378,0.04823762048932475,ARF3,-26.731144,0.0008078899226217245
KRT10,-2.45688,0.0012646992248758406,RGS1,-24.930761,0.21660841012257498,RALGAPA2,-25.826805,0.071890103097661,RSAD2,-1.9324337,0.04951191994795943,OLFML2B,-26.739956,0.0008053805516367635
MCFD2,-27.329697,0.0013053379904918712,ACP1,-1.4003153,0.21833014123897695,MAFF,-25.84735,0.07175774544878256,KIDINS220,-25.743692,0.04762317870632099,LTBP2,-26.604467,0.0008038992255381085
FST,-27.575235,0.001295193776467462,MED11,-25.14752,0.21660841012257498,IRF2,-25.937359,0.07169447504389546,ARHGAP1,-25.998941,0.04739995289926988,BMP5,-26.650003,0.0008033967549708511
PDIA4,-27.079903,0.0012461207312358502,FBXL20,-25.043053,0.21643069518036662,PQLC3,-25.571768,0.07030920825464805,PPP3R1,-3.114446,0.047037401771002345,CSF1,-26.64528,0.0008033967549708511
SARAF,-2.0245411,0.0011354167159939165,POLR1D,-1.389324,0.21660841012257498,AIF1,-3.0520825,0.06950312372270896,ITGA1,-25.90704,0.04712253301196487,OSBP2,-26.669733,0.0007977764640316127
RCN1,-4.0542626,0.0011972163764402168,FAM178B,-25.035896,0.21541273794853089,DDX21,-2.9130483,0.06950312372270896,PIK3IP1,-25.801321,0.04712253301196487,FNDC3B,-26.694103,0.0007947646602078077
TRAM1,-2.5349987,0.0011402696037946152,KAT2B,-25.06185,0.21541273794853089,VEZF1,-26.094233,0.06950312372270896,MT1E,-2.0938172,0.04916651139981152,BCL7C,-27.024046,0.0007937021513171547
SEC61A1,-27.48524,0.001221651110609991,ATG2B,-25.266205,0.21541108534407788,DEFA3,-1.6427977,0.06929740688763246,PLD3,-25.741041,0.046873652702587205,PIGQ,-26.659616,0.0007937021513171547
TNFRSF14,-27.258162,0.001186385066864065,ARF1,-0.92671347,0.21660841012257498,USP15,-1.5645719,0.07087559154749898,SDCCAG8,-25.840519,0.046646388676226905,LSM12,-27.062862,0.000793129180363388
KLF6,-2.3613155,0.0010796455383004855,RFX1,-25.297754,0.21477035375214043,PUM1,-25.924747,0.06785167908627521,MT1M,-25.720394,0.04629424691603596,RNF13,-27.511158,0.000791137398814462
HMOX2,-27.398005,0.0011376686149295867,ITGB7,-25.349394,0.21477035375214043,PEAK1,-25.64544,0.06729890843667416,PPP4R3B,-25.629797,0.04629424691603596,SMC4,-26.81803,0.0007909105061700153
RNASEH2C,-2.2414927,0.001033721336033666,MYL6,-0.75178343,0.2166434278931255,DDX3Y,-25.832848,0.0669820488613035,TERF1,-25.738409,0.046050406072593135,ZNF326,-26.847559,0.0007804859428492574
GSTO1,-2.2635767,0.0010300019439632027,PFKP,-25.213139,0.21477035375214043,UBLCP1,-25.933523,0.06690339845186018,CLMP,-26.05482,0.04588382790072648,NDUFS2,-26.744766,0.0007473693940505153
MAP1LC3A,-27.308376,0.001110492358659061,LCP1,-25.171394,0.2146853266228956,LYPLA2,-25.621674,0.0664140898112393,PRKAR2A,-25.759087,0.04588382790072648,PHF20L1,-26.638737,0.0007460004204582351
ATP5F1,-2.8310444,0.0010374021756131833,PITPNC1,-23.998669,0.21427194649491246,TMEM108,-25.757256,0.0664140898112393,SYNE1,-25.699848,0.045634629949004434,HIST1H1C,-2.5928917,0.0017621199601574346
NFIC,-27.361902,0.0011036250134606788,SRGAP2C,-25.007769,0.21410890398783816,SRPRB,-25.543077,0.06621822076991714,STAT5B,-25.55757,0.044977297653805114,HTRA2,-26.603167,0.0007125779778382464
SSR3,-3.1874824,0.001033721336033666,LIPT1,-25.005482,0.2138687178815017,RTN3,-2.476049,0.066816700953961,CSRP2,-25.94987,0.0447416577349439,ABCA6,-26.54025,0.0007084438253952406
CSTB,-2.1735692,0.001005401318106531,IGLV9-49,-25.194925,0.2138687178815017,HYI,-26.023441,0.06564982235811942,ATXN2,-26.098814,0.0447416577349439,RBMS3,-26.743612,0.000708237818045935
TCF25,-2.6673698,0.0010002575515561558,NT5DC2,-2.7812562,0.21386155377517246,STIM1,-25.830746,0.0654722670963367,EPAS1,-2.5010085,0.046018597104604556,CGGBP1,-26.688835,0.000708237818045935
PTPMT1,-26.931303,0.0010796455383004855,CCP110,-25.29805,0.21386155377517246,MDH1,-25.925795,0.06504278524086968,RASD1,-25.723167,0.04462408304196851,MAP1B,-27.157185,0.0007035966940708104
CMTM5,-4.2647724,0.0010502934982745563,LYSMD3,-25.13562,0.21386155377517246,CETN3,-3.194207,0.06481913409329673,GPX8,-25.85875,0.04462408304196851,CCDC124,-26.539612,0.0007019763651113065
HLA-DPA1,-27.37255,0.0010445791007602937,ABCC4,-25.285252,0.21386155377517246,TMEM40,-25.745836,0.0648835401262585,RP11-347P5.1,-25.847366,0.04462408304196851,ICAM2,-26.516165,0.000691962320114703
ARL5A,-3.1756172,0.0009895391493995333,SPTB,-25.13344,0.21386155377517246,ALDH1A3,-25.730389,0.0648835401262585,ADAM28,-25.844172,0.04462408304196851,UNC45A,-26.474087,0.000691962320114703
DYNLRB1,-2.46319,0.0009589793569990266,PTPRC,-25.162792,0.21386155377517246,RPN1,-3.29047,0.06414393485549845,ELMSAN1,-26.102324,0.04462408304196851,UBR2,-26.769701,0.000684882971163671
RUNX1,-4.1648393,0.0010002575515561558,ABHD17A,-25.507284,0.21382479738676385,TGIF1,-2.5255194,0.06481913409329673,AMFR,-25.87679,0.04462408304196851,MCM7,-26.824793,0.0006836399175157692
SPCS1,-2.0124032,0.0009085402336720374,RHOG,-2.1554418,0.21386155377517246,NCBP3,-25.811237,0.06449006334023198,OSER1,-2.8095477,0.04462408304196851,PARVB,-26.598913,0.0006781009001614963
XBP1,-27.2301,0.0009822428082197515,E2F2,-25.179329,0.21290014120107947,PDK4,-25.81796,0.06325148685295533,TMEM115,-26.012024,0.04462408304196851,DR1,-26.434965,0.0006674099404149767
LDHB,-2.6375005,0.0008941269834251329,HIST1H2AH,-25.152098,0.21290014120107947,RBM7,-25.851158,0.06325148685295533,ACTR3C,-25.926088,0.04456756698410074,MRPS7,-26.635338,0.0006673153575032701
MTRNR2L12,-2.6322365,0.000883616062026534,RP3-466P17.2,-25.053959,0.21254864716550773,ERP29,-2.4148767,0.06459254742552316,POLR2A,-25.975851,0.04454075660981961,IDH3B,-26.787596,0.000661820717167491
FLOT1,-3.7016413,0.0008941269834251329,TMEM140,-2.408589,0.21205548316128403,SLC2A3,-2.7492821,0.06294044282176789,IBA57,-25.896074,0.04447781611350118,MIDN,-26.756723,0.0006593932013817905
HLA-DMA,-27.295979,0.0009318882888955794,OSER1,-2.145298,0.21228466920353778,LXN,-25.45044,0.06296251382254475,NDEL1,-25.78727,0.04447781611350118,TMEM63B,-26.802723,0.0006543791802611543
SIVA1,-2.3829284,0.0008514722624351739,RASGEF1B,-25.039919,0.21205548316128403,FKBP7,-25.564463,0.06294044282176789,UBXN7,-25.914537,0.044289281815920484,PICALM,-27.080395,0.0006516495711131203
PDLIM7,-3.1920915,0.0008585894510440981,DNTT,-25.108376,0.21205548316128403,CSTA,-25.944916,0.06294044282176789,CDYL,-25.948423,0.043840409994380644,HLA-DPB1,-26.85569,0.0006516495711131203
PAIP1,-27.318861,0.0008997987491200443,FAM83A,-25.045923,0.21205548316128403,CAPZA1,-2.3927965,0.06265225371027554,MKNK2,-25.831535,0.0434848024679694,SERINC1,-26.667038,0.000649732945206635
TTC3,-27.598248,0.0008970404825616779,BANK1,-24.286406,0.21205548316128403,RBM39,-1.4822056,0.06504278524086968,KANK2,-2.9809475,0.04339228068656396,FXYD1,-26.743153,0.0006423208365254405
GZMA,-27.711523,0.0008941269834251329,TSPAN5,-2.3454468,0.21161556217647348,ISCU,-1.3958205,0.06504278524086968,TCERG1,-26.11271,0.04322466334499201,TRAPPC3,-26.739618,0.0006423146861495261
