"","receptor","tf"
"35858","RET","MEF2A"
"35859","RET","MEF2C"
"35861","RET","MEF2D"
"35862","RET","MITF"
"35864","RET","MXD1"
"35866","RET","MYB"
"35867","RET","MYC"
"35870","RET","MYCN"
"35871","RET","MYT1"
"35873","RET","NFATC1"
"35874","RET","NFATC2"
"35878","RET","NFATC3"
"35879","RET","NFKB1"
"35883","RET","NFKB2"
"35884","RET","NKX2-5"
"35885","RET","NR4A1"
"35888","RET","NR4A2"
"35889","RET","NRF1"
"35891","RET","OSR1"
"35892","RET","PAX3"
"35893","RET","PDX1"
"35894","RET","PIN1"
"35896","RET","PITX2"
"35898","RET","POU2F1"
"35899","RET","POU5F1"
"35902","RET","RBPJ"
"35903","RET","RELA"
"35909","RET","RUNX2"
"35912","RET","SHOX"
"35913","RET","SKI"
"35915","RET","SMAD1"
"35918","RET","SMAD3"
"35929","RET","SMAD4"
"35931","RET","SNAI1"
"35932","RET","SOX2"
"35934","RET","SP1"
"35941","RET","SP3"
"35942","RET","SPI1"
"35943","RET","SPIB"
"35945","RET","SRF"
"35948","RET","STAT1"
"35952","RET","STAT4"
"35953","RET","STAT5A"
"35954","RET","STAT5B"
"35955","RET","TAL1"
"35957","RET","TCF4"
"35958","RET","TCF7L2"
"35959","RET","TEAD1"
"35960","RET","TEAD2"
"35961","RET","TEAD3"
"35962","RET","TEAD4"
"35963","RET","TERF1"
"35967","RET","TFAP2A"
"35968","RET","TFCP2"
"35969","RET","TFEB"
"35970","RET","TP53"
"35982","RET","TP63"
"35983","RET","TP73"
"35985","RET","TWIST1"
"35988","RET","USF1"
"35989","RET","YBX1"
"35991","RET","YY1"
"35992","RET","ZBTB16"
"35994","RET","ZC3H8"
"35995","RET","ZHX1"
"35996","RET","ZNF322"
"35999","RIPK1","AIRE"
"36000","RIPK1","CREB1"
"36001","RIPK1","DLX5"
"36002","RIPK1","EGR1"
"36004","RIPK1","FOXA2"
"36005","RIPK1","FOXG1"
"36006","RIPK1","FOXO1"
"36007","RIPK1","FOXO3"
"36009","RIPK1","FOXO4"
"36010","RIPK1","FOXO6"
"36011","RIPK1","GABPA"
"36012","RIPK1","GATA1"
"36015","RIPK1","GATA2"
"36016","RIPK1","HAND1"
"36017","RIPK1","HES5"
"36018","RIPK1","IRF3"
"36021","RIPK1","IRF5"
"36028","RIPK1","IRF7"
"36033","RIPK1","JUN"
"36036","RIPK1","MITF"
"36037","RIPK1","MXD1"
"36038","RIPK1","MYB"
"36043","RIPK1","MYOD1"
"36045","RIPK1","MYT1"
"36046","RIPK1","NFATC2"
"36047","RIPK1","NFKB1"
"36062","RIPK1","NR4A1"
"36063","RIPK1","NRF1"
"36064","RIPK1","PITX2"
"36065","RIPK1","POU5F1"
"36066","RIPK1","RELA"
"36078","RIPK1","RUNX2"
"36079","RIPK1","SKI"
"36080","RIPK1","SMAD1"
"36081","RIPK1","SMAD3"
"36082","RIPK1","SMAD4"
"36085","RIPK1","SMAD5"
"36086","RIPK1","SMAD9"
"36087","RIPK1","SOX2"
"36088","RIPK1","SP1"
"36091","RIPK1","STAT1"
"36092","RIPK1","TAL1"
"36093","RIPK1","TERF1"
"36094","RIPK1","TP53"
"36096","RIPK1","TWIST1"
"36097","RIPK1","YBX1"
"36098","RIPK1","ZNF322"
"36099","RIPK3","GATA1"
"36100","RIPK3","IRF3"
"36101","RIPK3","IRF5"
"36103","RIPK3","IRF7"
"36104","RIPK3","MYB"
"36105","RIPK3","SMAD1"
"36106","RIPK3","SMAD4"
"36107","RIPK3","SMAD5"
"36108","RIPK3","SMAD9"
"36109","ROCK1","CREB1"
"36110","ROCK1","CUX1"
"36111","ROCK1","DLX5"
"36112","ROCK1","E2F1"
"36114","ROCK1","E2F5"
"36115","ROCK1","E4F1"
"36116","ROCK1","ELK1"
"36118","ROCK1","FOXA2"
"36119","ROCK1","FOXG1"
"36120","ROCK1","FOXM1"
"36121","ROCK1","FOXO1"
"36124","ROCK1","FOXO3"
"36127","ROCK1","FOXO4"
"36128","ROCK1","FOXO6"
"36129","ROCK1","GATA1"
"36130","ROCK1","GATA2"
"36131","ROCK1","GLI1"
"36132","ROCK1","HAND1"
"36133","ROCK1","HES5"
"36134","ROCK1","HMGA1"
"36135","ROCK1","IKZF3"
"36137","ROCK1","MEF2A"
"36138","ROCK1","MEF2C"
"36140","ROCK1","MEF2D"
"36141","ROCK1","MITF"
"36142","ROCK1","MXD1"
"36143","ROCK1","MYBL2"
"36144","ROCK1","MYOD1"
"36146","ROCK1","MYOG"
"36147","ROCK1","MYT1"
"36148","ROCK1","NEUROD2"
"36150","ROCK1","NFATC2"
"36151","ROCK1","NFKB1"
"36152","ROCK1","NR4A1"
"36153","ROCK1","NRF1"
"36154","ROCK1","PITX2"
"36155","ROCK1","POU5F1"
"36157","ROCK1","RELA"
"36158","ROCK1","RUNX2"
"36159","ROCK1","RUNX3"
"36160","ROCK1","SKI"
"36161","ROCK1","SMAD3"
"36162","ROCK1","SNAI1"
"36164","ROCK1","SOX2"
"36165","ROCK1","SOX9"
"36166","ROCK1","SP1"
"36167","ROCK1","STAT1"
"36168","ROCK1","TAL1"
"36169","ROCK1","TERF1"
"36170","ROCK1","TFCP2"
"36171","ROCK1","TP53"
"36172","ROCK1","TP73"
"36173","ROCK1","TWIST1"
"36174","ROCK1","YBX1"
"36175","ROCK1","ZBTB16"
"36176","ROCK1","ZBTB49"
"36178","ROCK1","ZNF322"
"36179","ROCK2","CREB1"
"36180","ROCK2","DLX5"
"36181","ROCK2","ELK1"
"36182","ROCK2","FOXA2"
"36183","ROCK2","FOXG1"
"36184","ROCK2","FOXO1"
"36185","ROCK2","FOXO3"
"36187","ROCK2","FOXO4"
"36188","ROCK2","FOXO6"
"36189","ROCK2","GATA1"
"36190","ROCK2","GATA2"
"36191","ROCK2","HAND1"
"36192","ROCK2","HES5"
"36193","ROCK2","HMGA1"
"36194","ROCK2","IKZF1"
"36196","ROCK2","IKZF3"
"36197","ROCK2","IRF4"
"36198","ROCK2","MITF"
"36199","ROCK2","MXD1"
"36200","ROCK2","MYT1"
"36201","ROCK2","NFATC1"
"36202","ROCK2","NFATC2"
"36203","ROCK2","NR4A1"
"36204","ROCK2","NRF1"
"36205","ROCK2","PITX2"
"36206","ROCK2","POU5F1"
"36207","ROCK2","RUNX2"
"36208","ROCK2","SKI"
"36209","ROCK2","SMAD3"
"36210","ROCK2","SOX2"
"36211","ROCK2","SP1"
"36213","ROCK2","SP3"
"36214","ROCK2","STAT1"
"36215","ROCK2","TAL1"
"36216","ROCK2","TERF1"
"36217","ROCK2","TP53"
"36219","ROCK2","TWIST1"
"36220","ROCK2","YBX1"
"36221","ROCK2","ZNF322"
"36222","ROR2","CREB1"
"36224","ROR2","CRX"
"36225","ROR2","DLX5"
"36226","ROR2","FOXA2"
"36227","ROR2","FOXG1"
"36228","ROR2","FOXO1"
"36229","ROR2","FOXO3"
"36230","ROR2","FOXO4"
"36231","ROR2","FOXO6"
"36232","ROR2","GATA1"
"36233","ROR2","GATA2"
"36234","ROR2","HAND1"
"36235","ROR2","HES5"
"36236","ROR2","HMGA1"
"36237","ROR2","MITF"
"36238","ROR2","MXD1"
"36239","ROR2","MYT1"
"36240","ROR2","NFATC2"
"36241","ROR2","NFKB1"
"36242","ROR2","NR4A1"
"36243","ROR2","NRF1"
"36244","ROR2","PA2G4"
"36245","ROR2","PITX2"
"36246","ROR2","POU5F1"
"36247","ROR2","RELA"
"36248","ROR2","RUNX2"
"36249","ROR2","SKI"
"36250","ROR2","SMAD3"
"36251","ROR2","SOX2"
"36252","ROR2","SP1"
"36253","ROR2","STAT1"
"36254","ROR2","TAL1"
"36255","ROR2","TERF1"
"36256","ROR2","TP53"
"36257","ROR2","TWIST1"
"36258","ROR2","YBX1"
"36259","ROR2","ZNF322"
"36260","RPS6KA1","ATF2"
"36262","RPS6KA1","CEBPB"
"36263","RPS6KA1","CIC"
"36264","RPS6KA1","CREB1"
"36270","RPS6KA1","CUX1"
"36271","RPS6KA1","DLX5"
"36275","RPS6KA1","E2F1"
"36281","RPS6KA1","E2F3"
"36282","RPS6KA1","E2F5"
"36284","RPS6KA1","EGR1"
"36285","RPS6KA1","ELF1"
"36286","RPS6KA1","ELK1"
"36288","RPS6KA1","ERF"
"36289","RPS6KA1","ETV1"
"36290","RPS6KA1","FOS"
"36291","RPS6KA1","FOXA2"
"36295","RPS6KA1","FOXG1"
"36299","RPS6KA1","FOXM1"
"36301","RPS6KA1","FOXO1"
"36306","RPS6KA1","FOXO3"
"36315","RPS6KA1","FOXO4"
"36319","RPS6KA1","FOXO6"
"36323","RPS6KA1","GATA1"
"36327","RPS6KA1","GATA2"
"36331","RPS6KA1","GLI1"
"36332","RPS6KA1","GLI2"
"36333","RPS6KA1","GLI3"
"36334","RPS6KA1","GLIS2"
"36335","RPS6KA1","HAND1"
"36339","RPS6KA1","HES5"
"36343","RPS6KA1","HIF1A"
"36344","RPS6KA1","HMGA1"
"36345","RPS6KA1","HSF1"
"36346","RPS6KA1","IKZF3"
"36348","RPS6KA1","IRF3"
"36349","RPS6KA1","JUN"
"36352","RPS6KA1","MAFA"
"36353","RPS6KA1","MEF2A"
"36354","RPS6KA1","MEF2C"
"36357","RPS6KA1","MEF2D"
"36359","RPS6KA1","MITF"
"36364","RPS6KA1","MXD1"
"36370","RPS6KA1","MYBL2"
"36373","RPS6KA1","MYC"
"36374","RPS6KA1","MYOD1"
"36379","RPS6KA1","MYOG"
"36380","RPS6KA1","MYT1"
"36384","RPS6KA1","NFATC1"
"36385","RPS6KA1","NFATC2"
"36389","RPS6KA1","NFATC4"
"36390","RPS6KA1","NFKB1"
"36394","RPS6KA1","NFKB2"
"36395","RPS6KA1","NR4A1"
"36400","RPS6KA1","NR4A2"
"36401","RPS6KA1","NR4A3"
"36402","RPS6KA1","NRF1"
"36406","RPS6KA1","PITX2"
"36410","RPS6KA1","POU5F1"
"36416","RPS6KA1","PURG"
"36417","RPS6KA1","RELA"
"36422","RPS6KA1","RUNX1"
"36423","RPS6KA1","RUNX2"
"36427","RPS6KA1","RUNX3"
"36428","RPS6KA1","SKI"
"36432","RPS6KA1","SMAD1"
"36433","RPS6KA1","SMAD3"
"36441","RPS6KA1","SMAD4"
"36443","RPS6KA1","SOX2"
"36447","RPS6KA1","SP1"
"36455","RPS6KA1","SREBF1"
"36456","RPS6KA1","SRF"
"36457","RPS6KA1","STAT1"
"36461","RPS6KA1","TAL1"
"36465","RPS6KA1","TBP"
"36468","RPS6KA1","TERF1"
"36472","RPS6KA1","TFCP2"
"36475","RPS6KA1","TFEB"
"36477","RPS6KA1","TP53"
"36482","RPS6KA1","TP63"
"36483","RPS6KA1","TP73"
"36486","RPS6KA1","TWIST1"
"36490","RPS6KA1","YBX1"
"36495","RPS6KA1","ZBTB21"
"36496","RPS6KA1","ZNF322"
"36500","RPS6KA2","ATF2"
"36502","RPS6KA2","ATF4"
"36503","RPS6KA2","CEBPB"
"36504","RPS6KA2","CREB1"
"36507","RPS6KA2","DLX5"
"36509","RPS6KA2","E2F1"
"36512","RPS6KA2","E2F3"
"36513","RPS6KA2","E2F5"
"36514","RPS6KA2","EGR1"
"36515","RPS6KA2","FOS"
"36516","RPS6KA2","FOXA2"
"36518","RPS6KA2","FOXG1"
"36520","RPS6KA2","FOXO1"
"36522","RPS6KA2","FOXO3"
"36525","RPS6KA2","FOXO4"
"36527","RPS6KA2","FOXO6"
"36529","RPS6KA2","GATA1"
"36531","RPS6KA2","GATA2"
"36533","RPS6KA2","GLI1"
"36534","RPS6KA2","GLI2"
"36535","RPS6KA2","GLI3"
"36536","RPS6KA2","GLIS2"
"36537","RPS6KA2","HAND1"
"36539","RPS6KA2","HES5"
"36541","RPS6KA2","HSF1"
"36542","RPS6KA2","JUN"
"36544","RPS6KA2","MAFA"
"36545","RPS6KA2","MEF2C"
"36546","RPS6KA2","MITF"
"36548","RPS6KA2","MXD1"
"36550","RPS6KA2","MYBL2"
"36552","RPS6KA2","MYOD1"
"36554","RPS6KA2","MYT1"
"36556","RPS6KA2","NFATC2"
"36558","RPS6KA2","NFATC4"
"36560","RPS6KA2","NFKB1"
"36562","RPS6KA2","NFKB2"
"36563","RPS6KA2","NR4A1"
"36566","RPS6KA2","NRF1"
"36568","RPS6KA2","PITX2"
"36570","RPS6KA2","POU5F1"
"36573","RPS6KA2","RELA"
"36575","RPS6KA2","RUNX2"
"36577","RPS6KA2","SKI"
"36579","RPS6KA2","SMAD3"
"36582","RPS6KA2","SMAD4"
"36584","RPS6KA2","SOX2"
"36586","RPS6KA2","SP1"
"36590","RPS6KA2","SRF"
"36591","RPS6KA2","STAT1"
"36593","RPS6KA2","TAL1"
"36595","RPS6KA2","TERF1"
"36597","RPS6KA2","TFCP2"
"36598","RPS6KA2","TP53"
"36602","RPS6KA2","TP63"
"36603","RPS6KA2","TP73"
"36604","RPS6KA2","TWIST1"
"36606","RPS6KA2","YBX1"
"36608","RPS6KA2","ZBTB21"
"36609","RPS6KA2","ZNF322"
"36611","RPS6KA3","AIRE"
"36614","RPS6KA3","ARNT"
"36615","RPS6KA3","ARNTL"
"36616","RPS6KA3","ASCL1"
"36617","RPS6KA3","ATF1"
"36622","RPS6KA3","ATF2"
"36627","RPS6KA3","ATF4"
"36628","RPS6KA3","BPTF"
"36629","RPS6KA3","CEBPB"
"36631","RPS6KA3","CEBPD"
"36632","RPS6KA3","CIC"
"36633","RPS6KA3","CREB1"
"36647","RPS6KA3","CREB3"
"36648","RPS6KA3","CREM"
"36650","RPS6KA3","CRX"
"36653","RPS6KA3","CUX1"
"36654","RPS6KA3","CUX2"
"36655","RPS6KA3","DDIT3"
"36656","RPS6KA3","DLX5"
"36663","RPS6KA3","E2F1"
"36688","RPS6KA3","E2F2"
"36691","RPS6KA3","E2F3"
"36696","RPS6KA3","E2F4"
"36700","RPS6KA3","E2F5"
"36705","RPS6KA3","EGR1"
"36707","RPS6KA3","ELF1"
"36708","RPS6KA3","ELK1"
"36714","RPS6KA3","ERF"
"36715","RPS6KA3","ETV1"
"36718","RPS6KA3","FOS"
"36720","RPS6KA3","FOSB"
"36721","RPS6KA3","FOXA2"
"36728","RPS6KA3","FOXG1"
"36735","RPS6KA3","FOXL2"
"36736","RPS6KA3","FOXM1"
"36739","RPS6KA3","FOXN2"
"36740","RPS6KA3","FOXO1"
"36752","RPS6KA3","FOXO3"
"36770","RPS6KA3","FOXO4"
"36779","RPS6KA3","FOXO6"
"36786","RPS6KA3","GATA1"
"36793","RPS6KA3","GATA2"
"36800","RPS6KA3","GCM1"
"36802","RPS6KA3","GLI1"
"36806","RPS6KA3","GLI2"
"36807","RPS6KA3","GLI3"
"36808","RPS6KA3","GLIS2"
"36809","RPS6KA3","HAND1"
"36817","RPS6KA3","HES1"
"36818","RPS6KA3","HES5"
"36825","RPS6KA3","HES6"
"36826","RPS6KA3","HHEX"
"36827","RPS6KA3","HIF1A"
"36832","RPS6KA3","HMGA1"
"36836","RPS6KA3","HMGA2"
"36837","RPS6KA3","HNF4A"
"36839","RPS6KA3","HOXA11"
"36841","RPS6KA3","HOXB6"
"36842","RPS6KA3","HOXB7"
"36843","RPS6KA3","HOXC4"
"36845","RPS6KA3","HSF1"
"36850","RPS6KA3","IKZF1"
"36857","RPS6KA3","IKZF3"
"36861","RPS6KA3","IRF2"
"36862","RPS6KA3","IRF3"
"36865","RPS6KA3","IRF5"
"36866","RPS6KA3","IRF7"
"36867","RPS6KA3","JUN"
"36877","RPS6KA3","KLF1"
"36880","RPS6KA3","KLF13"
"36881","RPS6KA3","LEF1"
"36883","RPS6KA3","MAFA"
"36884","RPS6KA3","MAX"
"36889","RPS6KA3","MAZ"
"36892","RPS6KA3","MECOM"
"36893","RPS6KA3","MEF2A"
"36895","RPS6KA3","MEF2C"
"36903","RPS6KA3","MEF2D"
"36909","RPS6KA3","MITF"
"36916","RPS6KA3","MLXIPL"
"36917","RPS6KA3","MXD1"
"36924","RPS6KA3","MYB"
"36927","RPS6KA3","MYBL2"
"36933","RPS6KA3","MYC"
"36940","RPS6KA3","MYCN"
"36941","RPS6KA3","MYOD1"
"36951","RPS6KA3","MYOG"
"36952","RPS6KA3","MYT1"
"36959","RPS6KA3","NFATC1"
"36963","RPS6KA3","NFATC2"
"36973","RPS6KA3","NFATC3"
"36975","RPS6KA3","NFATC4"
"36979","RPS6KA3","NFKB1"
"36985","RPS6KA3","NFKB2"
"36990","RPS6KA3","NKX2-1"
"36992","RPS6KA3","NKX2-5"
"36993","RPS6KA3","NR4A1"
"37002","RPS6KA3","NR4A2"
"37004","RPS6KA3","NRF1"
"37011","RPS6KA3","PAX3"
"37014","RPS6KA3","PAX8"
"37016","RPS6KA3","PDX1"
"37018","RPS6KA3","PIN1"
"37019","RPS6KA3","PITX2"
"37026","RPS6KA3","POU2F1"
"37028","RPS6KA3","POU5F1"
"37040","RPS6KA3","PRDM2"
"37041","RPS6KA3","PURB"
"37042","RPS6KA3","REL"
"37043","RPS6KA3","RELA"
"37051","RPS6KA3","RUNX1"
"37052","RPS6KA3","RUNX2"
"37064","RPS6KA3","RUNX3"
"37066","RPS6KA3","SHOX"
"37067","RPS6KA3","SKI"
"37074","RPS6KA3","SMAD1"
"37078","RPS6KA3","SMAD3"
"37095","RPS6KA3","SMAD4"
"37098","RPS6KA3","SNAI1"
"37101","RPS6KA3","SOX2"
"37108","RPS6KA3","SP1"
"37130","RPS6KA3","SP3"
"37135","RPS6KA3","SPI1"
"37138","RPS6KA3","SPIB"
"37139","RPS6KA3","SREBF1"
"37141","RPS6KA3","SRF"
"37145","RPS6KA3","STAT1"
"37152","RPS6KA3","TAL1"
"37159","RPS6KA3","TBP"
"37166","RPS6KA3","TBX21"
"37167","RPS6KA3","TCF3"
"37168","RPS6KA3","TCF4"
"37169","RPS6KA3","TCF7L2"
"37170","RPS6KA3","TEAD1"
"37175","RPS6KA3","TEAD2"
"37180","RPS6KA3","TEAD3"
"37185","RPS6KA3","TEAD4"
"37190","RPS6KA3","TERF1"
"37200","RPS6KA3","TFAP2A"
"37201","RPS6KA3","TFCP2"
"37206","RPS6KA3","TFDP1"
"37208","RPS6KA3","TP53"
"37237","RPS6KA3","TP63"
"37238","RPS6KA3","TP73"
"37245","RPS6KA3","TWIST1"
"37253","RPS6KA3","USF1"
"37255","RPS6KA3","WT1"
"37256","RPS6KA3","XBP1"
"37257","RPS6KA3","YBX1"
"37265","RPS6KA3","YY1"
"37269","RPS6KA3","ZBTB16"
"37271","RPS6KA3","ZBTB21"
"37273","RPS6KA3","ZC3H8"
"37274","RPS6KA3","ZHX1"
"37275","RPS6KA3","ZNF322"
"37282","RPS6KA3","ZNF692"
"37283","RPS6KA5","ATF1"
"37284","RPS6KA5","ATF2"
"37285","RPS6KA5","CEBPB"
"37286","RPS6KA5","CREB1"
"37289","RPS6KA5","DLX5"
"37291","RPS6KA5","E2F1"
"37295","RPS6KA5","E2F2"
"37296","RPS6KA5","EGR1"
"37297","RPS6KA5","ELK1"
"37298","RPS6KA5","ETV1"
"37299","RPS6KA5","FOXA2"
"37301","RPS6KA5","FOXG1"
"37303","RPS6KA5","FOXO1"
"37305","RPS6KA5","FOXO3"
"37307","RPS6KA5","FOXO4"
"37309","RPS6KA5","FOXO6"
"37311","RPS6KA5","GATA1"
"37313","RPS6KA5","GATA2"
"37315","RPS6KA5","HAND1"
"37317","RPS6KA5","HES5"
"37319","RPS6KA5","HIF1A"
"37320","RPS6KA5","JUN"
"37321","RPS6KA5","MITF"
"37323","RPS6KA5","MXD1"
"37325","RPS6KA5","MYC"
"37326","RPS6KA5","MYOD1"
"37327","RPS6KA5","MYT1"
"37329","RPS6KA5","NFATC2"
"37331","RPS6KA5","NFKB1"
"37332","RPS6KA5","NR4A1"
"37335","RPS6KA5","NRF1"
"37337","RPS6KA5","PITX2"
"37339","RPS6KA5","POU5F1"
"37341","RPS6KA5","RELA"
"37342","RPS6KA5","RUNX2"
"37344","RPS6KA5","SKI"
"37346","RPS6KA5","SMAD3"
"37349","RPS6KA5","SMAD4"
"37351","RPS6KA5","SOX2"
"37353","RPS6KA5","SP1"
"37356","RPS6KA5","STAT1"
"37359","RPS6KA5","TAL1"
"37361","RPS6KA5","TERF1"
"37363","RPS6KA5","TP53"
"37367","RPS6KA5","TWIST1"
"37369","RPS6KA5","YBX1"
"37371","RPS6KA5","ZNF322"
"37373","RPS6KB1","AIRE"
"37374","RPS6KB1","ARNTL"
"37375","RPS6KB1","ATF1"
"37376","RPS6KB1","ATF2"
"37379","RPS6KB1","BACH2"
"37380","RPS6KB1","CREB1"
"37390","RPS6KB1","CREM"
"37392","RPS6KB1","DLX5"
"37398","RPS6KB1","E2F1"
"37402","RPS6KB1","E2F2"
"37403","RPS6KB1","E2F3"
"37404","RPS6KB1","E2F4"
"37407","RPS6KB1","E2F5"
"37409","RPS6KB1","EGR1"
"37410","RPS6KB1","ELF1"
"37411","RPS6KB1","ELK1"
"37412","RPS6KB1","EPAS1"
"37413","RPS6KB1","FOXA2"
"37419","RPS6KB1","FOXG1"
"37425","RPS6KB1","FOXO1"
"37431","RPS6KB1","FOXO3"
"37440","RPS6KB1","FOXO4"
"37446","RPS6KB1","FOXO6"
"37452","RPS6KB1","GATA1"
"37460","RPS6KB1","GATA2"
"37466","RPS6KB1","GATAD2A"
"37467","RPS6KB1","GCM1"
"37468","RPS6KB1","GLI1"
"37470","RPS6KB1","HAND1"
"37476","RPS6KB1","HES5"
"37482","RPS6KB1","HIF1A"
"37485","RPS6KB1","HMGA1"
"37487","RPS6KB1","HOXB6"
"37488","RPS6KB1","HSF1"
"37489","RPS6KB1","IKZF1"
"37490","RPS6KB1","IKZF3"
"37491","RPS6KB1","IRF3"
"37492","RPS6KB1","IRF8"
"37493","RPS6KB1","JUN"
"37498","RPS6KB1","LEF1"
"37499","RPS6KB1","MAFA"
"37500","RPS6KB1","MAX"
"37501","RPS6KB1","MEF2C"
"37502","RPS6KB1","MITF"
"37508","RPS6KB1","MXD1"
"37515","RPS6KB1","MYB"
"37516","RPS6KB1","MYBL2"
"37517","RPS6KB1","MYC"
"37521","RPS6KB1","MYOD1"
"37523","RPS6KB1","MYT1"
"37529","RPS6KB1","MZF1"
"37530","RPS6KB1","NEUROD1"
"37532","RPS6KB1","NFATC2"
"37539","RPS6KB1","NFATC3"
"37540","RPS6KB1","NFATC4"
"37541","RPS6KB1","NFKB1"
"37544","RPS6KB1","NFKB2"
"37546","RPS6KB1","NR4A1"
"37552","RPS6KB1","NR5A1"
"37553","RPS6KB1","NRF1"
"37559","RPS6KB1","PITX2"
"37565","RPS6KB1","POU2F1"
"37567","RPS6KB1","POU5F1"
"37574","RPS6KB1","PURB"
"37575","RPS6KB1","RARG"
"37576","RPS6KB1","RBPJ"
"37577","RPS6KB1","RELA"
"37581","RPS6KB1","RUNX1"
"37582","RPS6KB1","RUNX2"
"37588","RPS6KB1","SKI"
"37594","RPS6KB1","SMAD1"
"37597","RPS6KB1","SMAD3"
"37610","RPS6KB1","SMAD4"
"37615","RPS6KB1","SMAD5"
"37616","RPS6KB1","SMAD9"
"37617","RPS6KB1","SNAI1"
"37618","RPS6KB1","SNAI2"
"37619","RPS6KB1","SOX2"
"37625","RPS6KB1","SP1"
"37636","RPS6KB1","SP3"
"37637","RPS6KB1","SPI1"
"37638","RPS6KB1","STAT1"
"37645","RPS6KB1","TAL1"
"37651","RPS6KB1","TBP"
"37652","RPS6KB1","TCF3"
"37657","RPS6KB1","TERF1"
"37663","RPS6KB1","TFCP2"
"37664","RPS6KB1","TFDP1"
"37665","RPS6KB1","TFEB"
"37666","RPS6KB1","TP53"
"37680","RPS6KB1","TP63"
"37681","RPS6KB1","TWIST1"
"37687","RPS6KB1","YBX1"
"37694","RPS6KB1","YY1"
"37695","RPS6KB1","ZBTB16"
"37696","RPS6KB1","ZBTB21"
"37697","RPS6KB1","ZBTB49"
"37698","RPS6KB1","ZNF322"
"37704","RRM2B","TP53"
"37705","RYK","ARNTL"
"37706","RYK","FOXO1"
"37707","RYK","HIF1A"
"37710","RYK","HOXB6"
"37711","RYK","JUN"
"37712","RYK","LEF1"
"37713","RYK","MAX"
"37714","RYK","MYB"
"37715","RYK","MYC"
"37717","RYK","NFATC1"
"37718","RYK","NFATC3"
"37720","RYK","NFKB2"
"37721","RYK","PURB"
"37722","RYK","RBPJ"
"37723","RYK","SMAD3"
"37726","RYK","SNAI1"
"37727","RYK","TBR1"
"37728","RYK","TCF3"
"37729","RYK","TP53"
"37734","SENP1","AIRE"
"37735","SENP1","ARNT"
"37736","SENP1","ASCL1"
"37737","SENP1","ATF1"
"37738","SENP1","ATF2"
"37739","SENP1","ATF4"
"37741","SENP1","ATF5"
"37742","SENP1","ATOH1"
"37743","SENP1","CEBPD"
"37744","SENP1","CREB1"
"37746","SENP1","CREB3"
"37747","SENP1","CREM"
"37748","SENP1","CUX2"
"37749","SENP1","DDIT3"
"37751","SENP1","DLX5"
"37752","SENP1","E2F1"
"37756","SENP1","EGR1"
"37757","SENP1","ELF1"
"37758","SENP1","EPAS1"
"37759","SENP1","ETV1"
"37760","SENP1","FOS"
"37761","SENP1","FOSB"
"37762","SENP1","FOXA2"
"37763","SENP1","FOXG1"
"37764","SENP1","FOXO1"
"37768","SENP1","FOXO3"
"37771","SENP1","FOXO4"
"37772","SENP1","FOXO6"
"37773","SENP1","GATA1"
"37775","SENP1","GATA2"
"37776","SENP1","GCM1"
"37777","SENP1","GLI1"
"37779","SENP1","HAND1"
"37780","SENP1","HES5"
"37781","SENP1","HES6"
"37782","SENP1","HHEX"
"37783","SENP1","HIC2"
"37784","SENP1","HIF1A"
"37787","SENP1","HMGA1"
"37789","SENP1","HMGA2"
"37790","SENP1","HOXA11"
"37791","SENP1","HOXB7"
"37792","SENP1","HOXC4"
"37793","SENP1","HSF1"
"37795","SENP1","IKZF1"
"37797","SENP1","IRF2"
"37798","SENP1","IRF3"
"37800","SENP1","JUN"
"37802","SENP1","KLF1"
"37804","SENP1","LEF1"
"37806","SENP1","MAX"
"37807","SENP1","MAZ"
"37809","SENP1","MECOM"
"37810","SENP1","MEF2A"
"37811","SENP1","MEF2C"
"37813","SENP1","MEF2D"
"37814","SENP1","MITF"
"37815","SENP1","MXD1"
"37816","SENP1","MYB"
"37817","SENP1","MYC"
"37820","SENP1","MYCN"
"37821","SENP1","MYT1"
"37822","SENP1","NFATC2"
"37823","SENP1","NFATC3"
"37824","SENP1","NFKB1"
"37827","SENP1","NFKB2"
"37828","SENP1","NKX2-5"
"37829","SENP1","NR4A1"
"37831","SENP1","NR4A2"
"37832","SENP1","NRF1"
"37833","SENP1","OSR1"
"37834","SENP1","PAX3"
"37835","SENP1","PDX1"
"37836","SENP1","PIN1"
"37838","SENP1","PITX2"
"37839","SENP1","POU2F1"
"37840","SENP1","POU5F1"
"37842","SENP1","RBPJ"
"37843","SENP1","RELA"
"37849","SENP1","RUNX2"
"37851","SENP1","SHOX"
"37852","SENP1","SKI"
"37853","SENP1","SMAD1"
"37856","SENP1","SMAD3"
"37863","SENP1","SMAD4"
"37865","SENP1","SNAI1"
"37866","SENP1","SOX2"
"37867","SENP1","SP1"
"37873","SENP1","SP3"
"37874","SENP1","SPI1"
"37875","SENP1","SPIB"
"37877","SENP1","SRF"
"37880","SENP1","STAT1"
"37882","SENP1","STAT4"
"37883","SENP1","TAL1"
"37884","SENP1","TCF4"
"37885","SENP1","TCF7L2"
"37886","SENP1","TEAD1"
"37887","SENP1","TEAD2"
"37888","SENP1","TEAD3"
"37889","SENP1","TEAD4"
"37890","SENP1","TERF1"
"37893","SENP1","TFAP2A"
"37894","SENP1","TFCP2"
"37895","SENP1","TFEB"
"37896","SENP1","TP53"
"37908","SENP1","TP63"
