"","receptor","tf"
"33964","PRNP","PRDM1"
"33965","PRNP","RELA"
"33968","PRNP","RUNX1"
"33969","PRNP","RUNX2"
"33970","PRNP","SATB2"
"33971","PRNP","SHOX"
"33972","PRNP","SIX3"
"33973","PRNP","SIX6"
"33974","PRNP","SKI"
"33975","PRNP","SMAD1"
"33977","PRNP","SMAD3"
"33983","PRNP","SMAD4"
"33985","PRNP","SNAI1"
"33986","PRNP","SOX2"
"33987","PRNP","SOX9"
"33988","PRNP","SP1"
"33992","PRNP","SPI1"
"33993","PRNP","SPIB"
"33994","PRNP","SRF"
"33995","PRNP","STAT1"
"33997","PRNP","TAL1"
"33998","PRNP","TCF4"
"33999","PRNP","TCF7L2"
"34000","PRNP","TERF1"
"34002","PRNP","TET1"
"34003","PRNP","TFAP2A"
"34004","PRNP","TFCP2"
"34005","PRNP","TP53"
"34017","PRNP","TP73"
"34018","PRNP","TWIST1"
"34020","PRNP","WIZ"
"34021","PRNP","WT1"
"34022","PRNP","YBX1"
"34024","PRNP","YY1"
"34025","PRNP","ZC3H8"
"34026","PRNP","ZHX1"
"34027","PRNP","ZNF322"
"34028","PSEN1","CREB1"
"34029","PSEN1","DLX5"
"34030","PSEN1","FOXA2"
"34031","PSEN1","FOXG1"
"34032","PSEN1","FOXO1"
"34033","PSEN1","FOXO3"
"34034","PSEN1","FOXO4"
"34035","PSEN1","FOXO6"
"34036","PSEN1","GATA1"
"34037","PSEN1","GATA2"
"34038","PSEN1","HAND1"
"34039","PSEN1","HES5"
"34040","PSEN1","IRF5"
"34042","PSEN1","IRF7"
"34043","PSEN1","MITF"
"34044","PSEN1","MXD1"
"34045","PSEN1","MYB"
"34046","PSEN1","MYT1"
"34047","PSEN1","NFATC2"
"34048","PSEN1","NFKB1"
"34050","PSEN1","NR4A1"
"34051","PSEN1","NRF1"
"34052","PSEN1","PITX2"
"34053","PSEN1","POU5F1"
"34054","PSEN1","RELA"
"34056","PSEN1","RUNX2"
"34057","PSEN1","SKI"
"34058","PSEN1","SMAD3"
"34059","PSEN1","SMAD4"
"34060","PSEN1","SOX2"
"34061","PSEN1","SP1"
"34062","PSEN1","STAT1"
"34063","PSEN1","TAL1"
"34064","PSEN1","TERF1"
"34065","PSEN1","TWIST1"
"34066","PSEN1","YBX1"
"34067","PSEN1","ZBTB33"
"34068","PSEN1","ZNF322"
"34069","PTAFR","TP53"
"34070","PTCH1","CREB1"
"34071","PTCH1","CUX1"
"34072","PTCH1","FOXM1"
"34073","PTCH1","FOXP3"
"34074","PTCH1","MEF2C"
"34075","PTCH1","MYC"
"34076","PTCH1","MYOD1"
"34077","PTCH1","SMAD4"
"34078","PTCH1","TP53"
"34081","PTEN","AIRE"
"34082","PTEN","ARNT"
"34083","PTEN","ASCL1"
"34084","PTEN","ATF1"
"34085","PTEN","ATF2"
"34086","PTEN","ATF4"
"34088","PTEN","ATF5"
"34089","PTEN","ATOH1"
"34090","PTEN","CEBPD"
"34091","PTEN","CREB1"
"34095","PTEN","CREB3"
"34096","PTEN","CREM"
"34097","PTEN","CUX2"
"34098","PTEN","DDIT3"
"34100","PTEN","DLX5"
"34102","PTEN","E2F1"
"34107","PTEN","EGR1"
"34108","PTEN","ELF1"
"34109","PTEN","ELK1"
"34111","PTEN","EPAS1"
"34112","PTEN","ETV1"
"34113","PTEN","FOS"
"34114","PTEN","FOSB"
"34115","PTEN","FOXA2"
"34117","PTEN","FOXG1"
"34119","PTEN","FOXO1"
"34124","PTEN","FOXO3"
"34129","PTEN","FOXO4"
"34131","PTEN","FOXO6"
"34133","PTEN","GATA1"
"34137","PTEN","GATA2"
"34139","PTEN","GLI1"
"34141","PTEN","HAND1"
"34143","PTEN","HES5"
"34145","PTEN","HES6"
"34146","PTEN","HHEX"
"34147","PTEN","HIC2"
"34148","PTEN","HIF1A"
"34150","PTEN","HMGA1"
"34152","PTEN","HMGA2"
"34153","PTEN","HOXA11"
"34154","PTEN","HOXB7"
"34155","PTEN","HOXC4"
"34156","PTEN","HSF1"
"34158","PTEN","IKZF1"
"34160","PTEN","IKZF3"
"34162","PTEN","IRF2"
"34163","PTEN","IRF3"
"34165","PTEN","JUN"
"34169","PTEN","KLF1"
"34171","PTEN","LEF1"
"34173","PTEN","MAX"
"34174","PTEN","MAZ"
"34176","PTEN","MECOM"
"34177","PTEN","MEF2A"
"34178","PTEN","MEF2C"
"34180","PTEN","MEF2D"
"34181","PTEN","MITF"
"34183","PTEN","MXD1"
"34185","PTEN","MYB"
"34186","PTEN","MYC"
"34190","PTEN","MYCN"
"34191","PTEN","MYT1"
"34193","PTEN","NEUROD1"
"34194","PTEN","NFATC2"
"34196","PTEN","NFATC3"
"34197","PTEN","NFKB1"
"34201","PTEN","NFKB2"
"34202","PTEN","NKX2-5"
"34203","PTEN","NR4A1"
"34206","PTEN","NR4A2"
"34207","PTEN","NRF1"
"34209","PTEN","OSR1"
"34210","PTEN","PAX3"
"34211","PTEN","PDX1"
"34212","PTEN","PIN1"
"34214","PTEN","PITX2"
"34216","PTEN","POU2F1"
"34217","PTEN","POU5F1"
"34220","PTEN","RBPJ"
"34221","PTEN","RELA"
"34227","PTEN","RUNX2"
"34230","PTEN","SHOX"
"34231","PTEN","SKI"
"34233","PTEN","SMAD1"
"34237","PTEN","SMAD3"
"34249","PTEN","SMAD4"
"34251","PTEN","SNAI1"
"34252","PTEN","SOX2"
"34254","PTEN","SP1"
"34262","PTEN","SP3"
"34263","PTEN","SPI1"
"34264","PTEN","SPIB"
"34266","PTEN","SRF"
"34269","PTEN","STAT1"
"34273","PTEN","STAT4"
"34274","PTEN","STAT5A"
"34276","PTEN","STAT5B"
"34277","PTEN","TAL1"
"34279","PTEN","TCF3"
"34281","PTEN","TCF4"
"34282","PTEN","TCF7L2"
"34283","PTEN","TEAD1"
"34284","PTEN","TEAD2"
"34285","PTEN","TEAD3"
"34286","PTEN","TEAD4"
"34287","PTEN","TERF1"
"34291","PTEN","TFAP2A"
"34292","PTEN","TFCP2"
"34293","PTEN","TFEB"
"34294","PTEN","TP53"
"34307","PTEN","TP63"
"34308","PTEN","TP73"
"34310","PTEN","TWIST1"
"34313","PTEN","USF1"
"34314","PTEN","YBX1"
"34317","PTEN","YY1"
"34318","PTEN","ZBTB16"
"34319","PTEN","ZC3H8"
"34320","PTEN","ZHX1"
"34321","PTEN","ZNF322"
"34324","PTGS2","CREB1"
"34325","PTGS2","ELF1"
"34326","PTGS2","FOXO3"
"34327","PTGS2","GABPA"
"34328","PTGS2","GLIS2"
"34329","PTGS2","HMGA1"
"34330","PTGS2","HSF2"
"34331","PTGS2","IRF3"
"34332","PTGS2","MYC"
"34333","PTGS2","MYOD1"
"34334","PTGS2","RELA"
"34335","PTGS2","SMAD1"
"34336","PTGS2","SMAD3"
"34337","PTGS2","SP1"
"34338","PTGS2","TFCP2"
"34339","PTGS2","TP53"
"34340","PTH1R","JUN"
"34341","PTH1R","NFKB1"
"34342","PTH1R","RBPJ"
"34343","PTH1R","RELA"
"34344","PTH1R","SMAD3"
"34345","PTK2","ARNTL"
"34346","PTK2","ATF2"
"34347","PTK2","CEBPB"
"34348","PTK2","CREB1"
"34356","PTK2","CTCF"
"34357","PTK2","DLX5"
"34362","PTK2","E2F1"
"34364","PTK2","E2F2"
"34365","PTK2","E2F3"
"34366","PTK2","ELF1"
"34369","PTK2","ELF4"
"34370","PTK2","ELK1"
"34374","PTK2","FOXA2"
"34379","PTK2","FOXG1"
"34384","PTK2","FOXO1"
"34389","PTK2","FOXO3"
"34401","PTK2","FOXO4"
"34406","PTK2","FOXO6"
"34411","PTK2","GATA1"
"34417","PTK2","GATA2"
"34422","PTK2","HAND1"
"34427","PTK2","HES5"
"34432","PTK2","HIF1A"
"34434","PTK2","HMGA1"
"34435","PTK2","HOXB6"
"34436","PTK2","IKZF1"
"34437","PTK2","IKZF3"
"34441","PTK2","IRF3"
"34444","PTK2","IRF5"
"34445","PTK2","JUN"
"34449","PTK2","LEF1"
"34450","PTK2","MAX"
"34451","PTK2","MITF"
"34456","PTK2","MXD1"
"34461","PTK2","MYB"
"34462","PTK2","MYC"
"34467","PTK2","MYOD1"
"34468","PTK2","MYT1"
"34473","PTK2","NANOG"
"34474","PTK2","NCOA1"
"34475","PTK2","NEUROD1"
"34476","PTK2","NFATC2"
"34485","PTK2","NFATC3"
"34486","PTK2","NFKB2"
"34487","PTK2","NKX2-5"
"34488","PTK2","NR4A1"
"34493","PTK2","NR5A1"
"34494","PTK2","NRF1"
"34499","PTK2","PITX2"
"34504","PTK2","POU5F1"
"34509","PTK2","PRDM1"
"34510","PTK2","PURB"
"34511","PTK2","RBPJ"
"34512","PTK2","RELA"
"34515","PTK2","RUNX2"
"34521","PTK2","SATB2"
"34522","PTK2","SKI"
"34527","PTK2","SMAD1"
"34531","PTK2","SMAD3"
"34546","PTK2","SMAD4"
"34549","PTK2","SMAD5"
"34550","PTK2","SNAI1"
"34551","PTK2","SOX2"
"34556","PTK2","SOX6"
"34557","PTK2","SOX9"
"34558","PTK2","SP1"
"34567","PTK2","SP3"
"34569","PTK2","SPI1"
"34570","PTK2","SREBF1"
"34571","PTK2","SRF"
"34572","PTK2","STAT1"
"34581","PTK2","STAT5A"
"34582","PTK2","STAT5B"
"34583","PTK2","TAL1"
"34588","PTK2","TBP"
"34589","PTK2","TCF3"
"34592","PTK2","TERF1"
"34597","PTK2","TFCP2"
"34600","PTK2","TFDP1"
"34601","PTK2","TP53"
"34613","PTK2","TP63"
"34614","PTK2","TWIST1"
"34619","PTK2","YBX1"
"34625","PTK2","YY1"
"34626","PTK2","ZBTB16"
"34627","PTK2","ZNF322"
"34632","PTK2B","ATOH1"
"34633","PTK2B","CEBPB"
"34634","PTK2B","CREB1"
"34638","PTK2B","DLX5"
"34639","PTK2B","ELF1"
"34642","PTK2B","ELK1"
"34648","PTK2B","ETV1"
"34649","PTK2B","FOXA2"
"34650","PTK2B","FOXG1"
"34651","PTK2B","FOXO1"
"34652","PTK2B","FOXO3"
"34660","PTK2B","FOXO4"
"34661","PTK2B","FOXO6"
"34662","PTK2B","GATA1"
"34664","PTK2B","GATA2"
"34665","PTK2B","HAND1"
"34666","PTK2B","HES5"
"34667","PTK2B","IKZF3"
"34673","PTK2B","IRF3"
"34676","PTK2B","JUN"
"34681","PTK2B","MITF"
"34682","PTK2B","MXD1"
"34683","PTK2B","MYC"
"34686","PTK2B","MYT1"
"34687","PTK2B","NEUROD1"
"34688","PTK2B","NFATC2"
"34692","PTK2B","NFKB1"
"34693","PTK2B","NR4A1"
"34694","PTK2B","NRF1"
"34695","PTK2B","PITX2"
"34696","PTK2B","POU5F1"
"34697","PTK2B","RELA"
"34700","PTK2B","RUNX2"
"34701","PTK2B","SKI"
"34702","PTK2B","SMAD1"
"34706","PTK2B","SMAD3"
"34717","PTK2B","SMAD5"
"34718","PTK2B","SOX2"
"34719","PTK2B","SP1"
"34723","PTK2B","STAT1"
"34725","PTK2B","STAT5A"
"34727","PTK2B","STAT5B"
"34728","PTK2B","TAL1"
"34729","PTK2B","TCF12"
"34730","PTK2B","TCF3"
"34733","PTK2B","TCF4"
"34734","PTK2B","TERF1"
"34735","PTK2B","TFCP2"
"34738","PTK2B","TP53"
"34742","PTK2B","TWIST1"
"34743","PTK2B","YBX1"
"34746","PTK2B","ZNF322"
"34747","PTPN1","AIRE"
"34748","PTPN1","ARNT"
"34749","PTPN1","ASCL1"
"34750","PTPN1","ATF1"
"34751","PTPN1","ATF2"
"34752","PTPN1","ATF4"
"34754","PTPN1","ATF5"
"34755","PTPN1","ATOH1"
"34756","PTPN1","CEBPB"
"34757","PTPN1","CEBPD"
"34758","PTPN1","CREB1"
"34765","PTPN1","CREB3"
"34766","PTPN1","CREM"
"34767","PTPN1","CUX2"
"34768","PTPN1","DDIT3"
"34770","PTPN1","DLX5"
"34773","PTPN1","E2F1"
"34777","PTPN1","E4F1"
"34778","PTPN1","EGR1"
"34780","PTPN1","ELF1"
"34784","PTPN1","ELK1"
"34788","PTPN1","EPAS1"
"34789","PTPN1","ETV1"
"34790","PTPN1","FOS"
"34791","PTPN1","FOSB"
"34792","PTPN1","FOXA2"
"34795","PTPN1","FOXG1"
"34798","PTPN1","FOXO1"
"34805","PTPN1","FOXO3"
"34816","PTPN1","FOXO4"
"34819","PTPN1","FOXO6"
"34822","PTPN1","GATA1"
"34826","PTPN1","GATA2"
"34829","PTPN1","GLI1"
"34833","PTPN1","GLI2"
"34834","PTPN1","GLI3"
"34835","PTPN1","GLIS2"
"34836","PTPN1","HAND1"
"34839","PTPN1","HES5"
"34842","PTPN1","HES6"
"34843","PTPN1","HHEX"
"34844","PTPN1","HIC2"
"34845","PTPN1","HIF1A"
"34847","PTPN1","HMGA1"
"34851","PTPN1","HMGA2"
"34852","PTPN1","HOXA11"
"34853","PTPN1","HOXB7"
"34854","PTPN1","HOXC4"
"34855","PTPN1","HSF1"
"34857","PTPN1","IKZF1"
"34859","PTPN1","IKZF3"
"34863","PTPN1","IRF2"
"34864","PTPN1","IRF3"
"34869","PTPN1","JUN"
"34874","PTPN1","KLF1"
"34876","PTPN1","LEF1"
"34878","PTPN1","MAX"
"34879","PTPN1","MAZ"
"34881","PTPN1","MECOM"
"34882","PTPN1","MEF2A"
"34883","PTPN1","MEF2C"
"34885","PTPN1","MEF2D"
"34886","PTPN1","MITF"
"34889","PTPN1","MXD1"
"34892","PTPN1","MYB"
"34893","PTPN1","MYC"
"34899","PTPN1","MYCN"
"34900","PTPN1","MYOD1"
"34901","PTPN1","MYT1"
"34904","PTPN1","NEUROD2"
"34905","PTPN1","NFATC2"
"34909","PTPN1","NFATC3"
"34910","PTPN1","NFKB1"
"34915","PTPN1","NFKB2"
"34917","PTPN1","NKX2-5"
"34918","PTPN1","NR4A1"
"34922","PTPN1","NR4A2"
"34923","PTPN1","NRF1"
"34926","PTPN1","OSR1"
"34927","PTPN1","PAX3"
"34928","PTPN1","PDX1"
"34929","PTPN1","PIN1"
"34931","PTPN1","PITX2"
"34934","PTPN1","POU2F1"
"34935","PTPN1","POU5F1"
"34939","PTPN1","RBPJ"
"34940","PTPN1","RELA"
"34951","PTPN1","RUNX2"
"34955","PTPN1","SHOX"
"34956","PTPN1","SKI"
"34959","PTPN1","SMAD1"
"34966","PTPN1","SMAD3"
"34983","PTPN1","SMAD4"
"34986","PTPN1","SMAD5"
"34987","PTPN1","SNAI1"
"34989","PTPN1","SOX2"
"34992","PTPN1","SP1"
"35004","PTPN1","SP3"
"35005","PTPN1","SPI1"
"35006","PTPN1","SPIB"
"35008","PTPN1","SRF"
"35011","PTPN1","STAT1"
"35015","PTPN1","STAT4"
"35016","PTPN1","STAT5A"
"35017","PTPN1","STAT5B"
"35018","PTPN1","TAL1"
"35021","PTPN1","TCF4"
"35022","PTPN1","TCF7L2"
"35023","PTPN1","TEAD1"
"35024","PTPN1","TEAD2"
"35025","PTPN1","TEAD3"
"35026","PTPN1","TEAD4"
"35027","PTPN1","TERF1"
"35032","PTPN1","TFAP2A"
"35033","PTPN1","TFCP2"
"35037","PTPN1","TFEB"
"35038","PTPN1","TP53"
"35053","PTPN1","TP63"
"35055","PTPN1","TP73"
"35057","PTPN1","TWIST1"
"35061","PTPN1","USF1"
"35062","PTPN1","YBX1"
"35065","PTPN1","YY1"
"35066","PTPN1","ZBTB16"
"35068","PTPN1","ZBTB49"
"35069","PTPN1","ZC3H8"
"35070","PTPN1","ZHX1"
"35071","PTPN1","ZNF322"
"35075","PTPRF","AIRE"
"35076","PTPRF","ARNT"
"35077","PTPRF","ASCL1"
"35078","PTPRF","ATF1"
"35079","PTPRF","ATF2"
"35080","PTPRF","ATF4"
"35082","PTPRF","ATF5"
"35083","PTPRF","ATOH1"
"35084","PTPRF","CEBPD"
"35085","PTPRF","CREB1"
"35089","PTPRF","CREB3"
"35090","PTPRF","CREM"
"35091","PTPRF","CUX2"
"35092","PTPRF","DDIT3"
"35094","PTPRF","DLX5"
"35096","PTPRF","E2F1"
"35100","PTPRF","EGR1"
"35101","PTPRF","ELF1"
"35103","PTPRF","ELK1"
"35106","PTPRF","EPAS1"
"35107","PTPRF","ETV1"
"35108","PTPRF","FOS"
"35109","PTPRF","FOSB"
"35110","PTPRF","FOXA2"
"35112","PTPRF","FOXG1"
"35114","PTPRF","FOXO1"
"35119","PTPRF","FOXO3"
"35126","PTPRF","FOXO4"
"35128","PTPRF","FOXO6"
"35130","PTPRF","GATA1"
"35133","PTPRF","GATA2"
"35135","PTPRF","GLI1"
"35137","PTPRF","HAND1"
"35139","PTPRF","HES5"
"35141","PTPRF","HES6"
"35142","PTPRF","HHEX"
"35143","PTPRF","HIC2"
"35144","PTPRF","HIF1A"
"35146","PTPRF","HMGA1"
"35149","PTPRF","HMGA2"
"35150","PTPRF","HOXA11"
"35151","PTPRF","HOXB7"
"35152","PTPRF","HOXC4"
"35153","PTPRF","HSF1"
"35155","PTPRF","IKZF1"
"35157","PTPRF","IKZF3"
"35160","PTPRF","IRF2"
"35161","PTPRF","IRF3"
"35164","PTPRF","JUN"
"35166","PTPRF","KLF1"
"35168","PTPRF","LEF1"
"35170","PTPRF","MAX"
"35171","PTPRF","MAZ"
"35173","PTPRF","MECOM"
"35174","PTPRF","MEF2A"
"35175","PTPRF","MEF2C"
"35177","PTPRF","MEF2D"
"35178","PTPRF","MITF"
"35180","PTPRF","MXD1"
"35182","PTPRF","MYB"
"35183","PTPRF","MYC"
"35187","PTPRF","MYCN"
"35188","PTPRF","MYT1"
"35190","PTPRF","NFATC2"
"35192","PTPRF","NFATC3"
"35193","PTPRF","NFKB1"
"35196","PTPRF","NFKB2"
"35197","PTPRF","NKX2-5"
"35198","PTPRF","NR4A1"
"35201","PTPRF","NR4A2"
"35202","PTPRF","NRF1"
"35204","PTPRF","OSR1"
"35205","PTPRF","PAX3"
"35206","PTPRF","PDX1"
"35207","PTPRF","PIN1"
"35209","PTPRF","PITX2"
"35211","PTPRF","POU2F1"
"35212","PTPRF","POU5F1"
"35215","PTPRF","RBPJ"
"35216","PTPRF","RELA"
"35223","PTPRF","RUNX2"
"35226","PTPRF","SHOX"
"35227","PTPRF","SKI"
"35229","PTPRF","SMAD1"
"35233","PTPRF","SMAD3"
"35243","PTPRF","SMAD4"
"35245","PTPRF","SNAI1"
"35246","PTPRF","SOX2"
"35248","PTPRF","SP1"
"35256","PTPRF","SP3"
"35257","PTPRF","SPI1"
"35258","PTPRF","SPIB"
"35260","PTPRF","SRF"
"35263","PTPRF","STAT1"
"35266","PTPRF","STAT4"
"35267","PTPRF","TAL1"
"35269","PTPRF","TCF4"
"35270","PTPRF","TCF7L2"
"35271","PTPRF","TEAD1"
"35272","PTPRF","TEAD2"
"35273","PTPRF","TEAD3"
"35274","PTPRF","TEAD4"
"35275","PTPRF","TERF1"
"35279","PTPRF","TFAP2A"
"35280","PTPRF","TFCP2"
"35282","PTPRF","TFEB"
"35283","PTPRF","TP53"
"35296","PTPRF","TP63"
"35297","PTPRF","TP73"
"35299","PTPRF","TWIST1"
"35302","PTPRF","USF1"
"35303","PTPRF","YBX1"
"35305","PTPRF","YY1"
"35306","PTPRF","ZBTB16"
"35307","PTPRF","ZC3H8"
"35308","PTPRF","ZHX1"
"35309","PTPRF","ZNF322"
"35312","PTPRG","CREB1"
"35313","PTPRG","ELF1"
"35314","PTPRG","ELK1"
"35316","PTPRG","FOXO3"
"35318","PTPRG","IKZF3"
"35320","PTPRG","IRF3"
"35321","PTPRG","MYC"
"35322","PTPRG","NFATC2"
"35323","PTPRG","RELA"
"35324","PTPRG","SMAD1"
"35325","PTPRG","SMAD3"
"35326","PTPRG","SP1"
"35327","PTPRG","STAT1"
"35329","PTPRG","STAT2"
"35330","PTPRG","STAT5A"
"35332","PTPRG","STAT5B"
"35333","PTPRG","TFCP2"
"35334","PTPRG","TP53"
"35335","PTPRJ","ELK1"
"35336","PTPRJ","IKZF3"
"35337","PTPRJ","JUN"
"35338","PTPRJ","NFKB1"
"35339","PTPRJ","SMAD3"
"35340","PTPRJ","ZBTB33"
"35341","PTPRM","ZBTB33"
"35342","PTPRO","CREB1"
"35343","PTPRO","ELF1"
"35344","PTPRO","FOXO3"
"35345","PTPRO","IRF3"
"35346","PTPRO","MYC"
"35347","PTPRO","NFATC2"
"35348","PTPRO","RELA"
"35349","PTPRO","SMAD1"
"35350","PTPRO","SMAD3"
"35351","PTPRO","SP1"
"35352","PTPRO","TFCP2"
"35353","PTPRO","TP53"
"35354","PTPRR","CREB1"
"35355","PTPRR","ELF1"
"35356","PTPRR","FOXO3"
"35357","PTPRR","IRF3"
"35358","PTPRR","MYC"
"35359","PTPRR","NFATC2"
"35360","PTPRR","RELA"
"35361","PTPRR","SMAD1"
"35362","PTPRR","SMAD3"
"35363","PTPRR","SP1"
"35364","PTPRR","TFCP2"
"35365","PTPRR","TP53"
"35366","PTPRT","CREB1"
"35367","PTPRT","ELF1"
"35368","PTPRT","FOXO3"
"35369","PTPRT","IRF3"
"35370","PTPRT","MYC"
"35371","PTPRT","NFATC2"
"35372","PTPRT","RELA"
"35373","PTPRT","SMAD1"
"35374","PTPRT","SMAD3"
"35375","PTPRT","SP1"
"35376","PTPRT","TFCP2"
"35377","PTPRT","TP53"
"35378","PTPRT","ZBTB33"
"35379","RACK1","ARNTL"
"35380","RACK1","ATF1"
"35381","RACK1","ATF2"
"35382","RACK1","CREB1"
"35386","RACK1","CREM"
"35387","RACK1","DLX5"
"35388","RACK1","E2F1"
"35390","RACK1","E2F2"
"35391","RACK1","E2F3"
"35392","RACK1","E2F4"
"35394","RACK1","E2F5"
"35395","RACK1","EGR1"
"35396","RACK1","ELF1"
"35397","RACK1","ELK1"
"35398","RACK1","FOXA2"
"35399","RACK1","FOXG1"
"35400","RACK1","FOXO1"
"35401","RACK1","FOXO3"
"35404","RACK1","FOXO4"
"35405","RACK1","FOXO6"
"35406","RACK1","GATA1"
"35407","RACK1","GATA2"
"35408","RACK1","GCM1"
"35409","RACK1","GLI1"
"35410","RACK1","HAND1"
"35411","RACK1","HES5"
"35412","RACK1","HIF1A"
"35414","RACK1","HMGA1"
"35415","RACK1","HOXB6"
"35416","RACK1","IKZF3"
"35417","RACK1","IRF3"
"35418","RACK1","JUN"
"35422","RACK1","LEF1"
"35423","RACK1","MAX"
"35424","RACK1","MITF"
"35425","RACK1","MXD1"
"35426","RACK1","MYB"
"35427","RACK1","MYBL2"
"35428","RACK1","MYC"
"35432","RACK1","MYOD1"
"35434","RACK1","MYT1"
"35435","RACK1","NFATC2"
"35437","RACK1","NFATC3"
"35438","RACK1","NFKB2"
"35439","RACK1","NFX1"
"35440","RACK1","NR4A1"
"35441","RACK1","NRF1"
"35442","RACK1","PITX2"
"35443","RACK1","POU5F1"
"35444","RACK1","PURB"
"35445","RACK1","RELA"
"35447","RACK1","RUNX2"
"35448","RACK1","SKI"
"35449","RACK1","SMAD1"
"35450","RACK1","SMAD3"
"35455","RACK1","SMAD4"
"35456","RACK1","SNAI1"
"35457","RACK1","SOX2"
"35458","RACK1","SP1"
"35463","RACK1","SP3"
"35464","RACK1","SPI1"
"35465","RACK1","STAT1"
"35466","RACK1","TAL1"
"35467","RACK1","TBP"
"35468","RACK1","TCF3"
"35469","RACK1","TERF1"
"35470","RACK1","TFCP2"
"35471","RACK1","TFDP1"
"35472","RACK1","TP53"
"35476","RACK1","TP63"
"35477","RACK1","TWIST1"
"35478","RACK1","YBX1"
"35479","RACK1","YY1"
"35480","RACK1","ZBTB16"
"35481","RACK1","ZNF322"
"35482","RAF1","AIRE"
"35483","RAF1","ARNTL"
"35484","RAF1","ATF2"
"35486","RAF1","ATF4"
"35487","RAF1","CREB1"
"35491","RAF1","CUX1"
"35492","RAF1","DLX5"
"35495","RAF1","E2F1"
"35508","RAF1","E2F2"
"35510","RAF1","E2F3"
"35513","RAF1","E2F4"
"35514","RAF1","E2F5"
"35516","RAF1","EGR1"
"35517","RAF1","ELK1"
"35519","RAF1","ERF"
"35520","RAF1","FOXA2"
"35523","RAF1","FOXG1"
"35526","RAF1","FOXM1"
"35528","RAF1","FOXO1"
"35536","RAF1","FOXO3"
"35548","RAF1","FOXO4"
"35552","RAF1","FOXO6"
"35555","RAF1","GATA1"
"35558","RAF1","GATA2"
"35561","RAF1","HAND1"
"35564","RAF1","HES5"
"35567","RAF1","HIF1A"
"35571","RAF1","HMGA1"
"35572","RAF1","HOXB6"
"35573","RAF1","IKZF1"
"35575","RAF1","IKZF3"
"35577","RAF1","JUN"
"35583","RAF1","KLF10"
"35584","RAF1","LEF1"
"35585","RAF1","MAX"
"35586","RAF1","MEF2A"
"35587","RAF1","MEF2C"
"35590","RAF1","MEF2D"
"35598","RAF1","MITF"
"35601","RAF1","MXD1"
"35604","RAF1","MYB"
"35605","RAF1","MYBL2"
"35607","RAF1","MYC"
"35611","RAF1","MYOD1"
"35617","RAF1","MYOG"
"35618","RAF1","MYT1"
"35621","RAF1","NFATC1"
"35625","RAF1","NFATC2"
"35628","RAF1","NFATC3"
"35629","RAF1","NFKB1"
"35632","RAF1","NFKB2"
"35634","RAF1","NR4A1"
"35637","RAF1","NRF1"
"35640","RAF1","PIN1"
"35641","RAF1","PITX2"
"35644","RAF1","POU5F1"
"35648","RAF1","PURB"
"35649","RAF1","RELA"
"35650","RAF1","RUNX1"
"35651","RAF1","RUNX2"
"35654","RAF1","RUNX3"
"35655","RAF1","SKI"
"35658","RAF1","SMAD3"
"35662","RAF1","SMAD4"
"35663","RAF1","SNAI1"
"35668","RAF1","SOX2"
"35671","RAF1","SP1"
"35680","RAF1","SP3"
"35683","RAF1","SPI1"
"35685","RAF1","SREBF1"
"35686","RAF1","STAT1"
"35689","RAF1","TAL1"
"35692","RAF1","TBP"
"35700","RAF1","TCF3"
"35701","RAF1","TERF1"
"35704","RAF1","TFCP2"
"35705","RAF1","TFDP1"
"35707","RAF1","TFEB"
"35708","RAF1","TP53"
"35723","RAF1","TP73"
"35725","RAF1","TWIST1"
"35728","RAF1","YBX1"
"35731","RAF1","YY1"
"35733","RAF1","ZNF322"
"35736","RBP1","ELK1"
"35738","RBP1","FOXO3"
"35740","RBP1","IKZF3"
"35742","RBP1","JUN"
"35743","RBP1","SMAD3"
"35744","RBP1","STAT1"
"35745","RBP1","STAT5A"
"35746","RBP1","STAT5B"
"35747","RET","AIRE"
"35748","RET","ARNT"
"35749","RET","ASCL1"
"35750","RET","ATF1"
"35751","RET","ATF2"
"35752","RET","ATF4"
"35755","RET","ATF5"
"35756","RET","ATOH1"
"35757","RET","CEBPB"
"35758","RET","CEBPD"
"35759","RET","CREB1"
"35762","RET","CREB3"
"35763","RET","CREM"
"35764","RET","CUX2"
"35765","RET","DDIT3"
"35767","RET","DLX5"
"35769","RET","E2F1"
"35773","RET","EGR1"
"35774","RET","ELF1"
"35775","RET","ELK1"
"35783","RET","EPAS1"
"35784","RET","ETV1"
"35785","RET","FOS"
"35786","RET","FOSB"
"35787","RET","FOXA2"
"35789","RET","FOXG1"
"35791","RET","FOXO1"
"35796","RET","FOXO3"
"35804","RET","FOXO4"
"35806","RET","FOXO6"
"35808","RET","GATA1"
"35811","RET","GATA2"
"35813","RET","GLI1"
"35816","RET","HAND1"
"35818","RET","HES5"
"35820","RET","HES6"
"35821","RET","HHEX"
"35822","RET","HIC2"
"35823","RET","HIF1A"
"35825","RET","HMGA1"
"35827","RET","HMGA2"
"35828","RET","HOXA11"
"35829","RET","HOXB7"
"35830","RET","HOXC4"
"35831","RET","HSF1"
"35833","RET","IKZF1"
"35835","RET","IKZF3"
"35842","RET","IRF2"
"35843","RET","IRF3"
"35845","RET","JUN"
"35850","RET","KLF1"
"35852","RET","LEF1"
"35854","RET","MAX"
"35855","RET","MAZ"
"35857","RET","MECOM"
