"","ligands_human"
"9613","INSL5"
"9614","INSL5"
"9615","INSL5"
"9616","WIF1"
"9617","WIF1"
"9618","WIF1"
"9619","WIF1"
"9620","WIF1"
"9621","WIF1"
"9622","WIF1"
"9623","SNX14"
"9624","NPTN"
"9625","WNT6"
"9626","WNT6"
"9627","WNT6"
"9628","WNT6"
"9629","WNT6"
"9630","WNT6"
"9631","WNT6"
"9632","WNT6"
"9633","WNT6"
"9634","WNT6"
"9635","WNT6"
"9636","WNT6"
"9637","WNT6"
"9638","WNT6"
"9639","WNT6"
"9640","WNT6"
"9641","WNT6"
"9642","WNT6"
"9643","WNT6"
"9644","WNT6"
"9645","WNT6"
"9646","WNT6"
"9647","WNT6"
"9648","WNT6"
"9649","WNT6"
"9650","WNT6"
"9651","WNT6"
"9652","WNT6"
"9653","WNT6"
"9654","WNT6"
"9655","WNT6"
"9656","WNT6"
"9657","WNT6"
"9658","WNT6"
"9659","WNT6"
"9660","WNT6"
"9661","WNT6"
"9662","LAMC3"
"9663","LAMC3"
"9664","LAMC3"
"9665","LAMC3"
"9666","LAMC3"
"9667","LAMC3"
"9668","LAMC3"
"9669","LAMC3"
"9670","LAMC3"
"9671","LAMC3"
"9672","LAMC3"
"9673","LAMC3"
"9674","LAMC3"
"9675","LAMC3"
"9676","LAMC3"
"9677","LAMC3"
"9678","LAMC3"
"9679","LAMC3"
"9680","LAMC3"
"9681","LAMC3"
"9682","LAMC3"
"9683","LAMC3"
"9684","LAMC3"
"9685","LAMC3"
"9686","LAMC3"
"9687","LAMC3"
"9688","LAMC3"
"9689","LAMC3"
"9690","LAMC3"
"9691","LAMC3"
"9692","LAMC3"
"9693","LAMC3"
"9694","LAMC3"
"9695","LAMC3"
"9696","ICOS"
"9697","ICOS"
"9698","ICOS"
"9699","ICOS"
"9700","ICOS"
"9701","ICOS"
"9702","ICOS"
"9703","ICOS"
"9704","ICOS"
"9705","ICOS"
"9706","LY96"
"9707","LY96"
"9708","LY96"
