"","ligands_human"
"5605","PTPN6"
"5606","PTPN6"
"5607","PTPN6"
"5608","PTPN6"
"5609","PTPN6"
"5610","PTPN6"
"5611","PTPN6"
"5612","PTPN6"
"5613","PTPN6"
"5614","PTPN6"
"5615","PTPN6"
"5616","PTPN6"
"5617","PTPN6"
"5618","PTPN6"
"5619","PTPN6"
"5620","PTPN6"
"5621","PTPN6"
"5622","PTPN6"
"5623","PTPN6"
"5624","PTPN6"
"5625","PTPN6"
"5626","PTPN6"
"5627","PTPN6"
"5628","PTPN6"
"5629","PTPN6"
"5630","PTPN6"
"5631","PTPN6"
"5632","PTPN6"
"5633","PTPN6"
"5634","PTPN6"
"5635","PTPN6"
"5636","PTPN6"
"5637","PTPN6"
"5638","PTPN6"
"5639","PTPN6"
"5640","PTPN6"
"5641","PTPN6"
"5642","PTPN6"
"5643","PTPN6"
"5644","PTPN6"
"5645","PTPN6"
"5646","PTPN6"
"5647","PTPN6"
"5648","PTPN6"
"5649","PTPN6"
"5650","PTPN6"
"5651","PTPN6"
"5652","PTPN6"
"5653","PTPN6"
"5654","PTPN6"
"5655","PTPN6"
"5656","PTPN6"
"5657","PTPN6"
"5658","PTPN6"
"5659","PTPN6"
"5660","PTPN6"
"5661","PTPN6"
"5662","PTPN6"
"5663","PTPN6"
"5664","PTPN6"
"5665","PTPN6"
"5666","PTPN6"
"5667","IL12A"
"5668","IL12A"
"5669","IL12A"
"5670","IL12A"
"5671","IL12A"
"5672","IL12A"
"5673","IL12A"
"5674","IL12A"
"5675","IL12A"
"5676","IL12A"
"5677","IL12A"
"5678","IL12A"
"5679","IL12A"
"5680","IL12A"
"5681","IL12B"
"5682","IL12B"
"5683","IL12B"
"5684","IL12B"
"5685","IL12B"
"5686","IL12B"
"5687","IL12B"
"5688","IL12B"
"5689","IL12B"
"5690","IL12B"
"5691","IL12B"
"5692","IL12B"
"5693","IL12B"
"5694","IL12B"
"5695","IL12B"
"5696","IL12B"
"5697","IL12B"
"5698","IL12B"
"5699","IL12B"
"5700","IL12B"
"5701","IL12B"
"5702","IL12B"
"5703","IL12B"
"5704","IL12B"
"5705","TYK2"
"5706","TYK2"
"5707","TYK2"
"5708","TYK2"
"5709","TYK2"
"5710","TYK2"
"5711","TYK2"
"5712","TYK2"
"5713","TYK2"
"5714","TYK2"
"5715","TYK2"
"5716","TYK2"
"5717","TYK2"
"5718","TYK2"
"5719","TYK2"
"5720","TYK2"
"5721","TYK2"
"5722","TYK2"
"5723","TYK2"
"5724","TYK2"
"5725","TYK2"
"5726","TYK2"
"5727","TYK2"
"5728","TYK2"
"5729","TYK2"
"5730","TYK2"
"5731","TYK2"
"5732","TYK2"
"5733","TYK2"
"5734","TYK2"
"5735","TYK2"
"5736","TYK2"
"5737","TYK2"
"5738","TYK2"
"5739","TYK2"
"5740","TYK2"
"5741","TYK2"
"5742","TYK2"
"5743","TYK2"
"5744","TYK2"
"5745","TYK2"
"5746","TYK2"
"5747","CD40LG"
"5748","CD40LG"
"5749","CD40LG"
"5750","CD40LG"
"5751","CD40LG"
"5752","CD40LG"
"5753","CD40LG"
"5754","CD40LG"
"5755","CD40LG"
"5756","CD40LG"
"5757","CD40LG"
"5758","CD40LG"
"5759","CD40LG"
"5760","CD40LG"
"5761","CD40LG"
"5762","CD40LG"
"5763","CD40LG"
"5764","CD40LG"
"5765","CD40LG"
"5766","CD40LG"
"5767","CD40LG"
"5768","CD40LG"
"5769","CD40LG"
"5770","CD40LG"
"5771","CD40LG"
"5772","CD40LG"
"5773","CD40LG"
"5774","CD40LG"
"5775","CD40LG"
"5776","CD40LG"
"5777","CD6"
"5778","HLA-F"
"5779","HLA-F"
"5780","HLA-F"
"5781","HLA-F"
"5782","HLA-F"
"5783","HLA-F"
"5784","HLA-F"
"5785","HLA-F"
"5786","HLA-F"
"5787","HLA-F"
"5788","HLA-F"
"5789","HLA-F"
"5790","HLA-F"
"5791","HLA-F"
"5792","HLA-F"
"5793","HLA-F"
"5794","HLA-F"
"5795","HLA-F"
"5796","HLA-F"
"5797","HLA-F"
"5798","HLA-F"
"5799","HLA-F"
"5800","HLA-F"
"5801","NTS"
"5802","NTS"
"5803","NTS"
"5804","NTS"
"5805","NTS"
"5806","NTS"
"5807","NTS"
"5808","NTS"
"5809","CD52"
"5810","FGF9"
"5811","FGF9"
"5812","FGF9"
"5813","FGF9"
"5814","FGF9"
"5815","FGF9"
"5816","FGF9"
"5817","FGF9"
"5818","FGF9"
"5819","FGF9"
"5820","FGF9"
"5821","FGF9"
"5822","FGF9"
"5823","FGF9"
"5824","FGF9"
"5825","CEACAM8"
"5826","CEACAM8"
"5827","CEACAM8"
"5828","CEACAM8"
"5829","L1CAM"
"5830","L1CAM"
"5831","L1CAM"
"5832","L1CAM"
"5833","L1CAM"
"5834","L1CAM"
"5835","L1CAM"
"5836","L1CAM"
"5837","L1CAM"
"5838","L1CAM"
"5839","L1CAM"
"5840","L1CAM"
"5841","L1CAM"
"5842","L1CAM"
"5843","L1CAM"
"5844","L1CAM"
"5845","L1CAM"
"5846","IFNA8"
"5847","IFNA8"
"5848","IFNA8"
"5849","IFNA8"
"5850","IFNA8"
"5851","IFNA8"
"5852","IFNA8"
"5853","ICAM3"
"5854","ICAM3"
"5855","ICAM3"
"5856","ICAM3"
"5857","ICAM3"
"5858","ICAM3"
"5859","CD70"
"5860","CD70"
"5861","CD70"
"5862","CD70"
"5863","TNFSF8"
"5864","CD80"
"5865","CD80"
"5866","CD80"
"5867","CD80"
"5868","CD80"
"5869","CD80"
"5870","CD80"
"5871","CD80"
"5872","CD80"
"5873","CD80"
"5874","CD80"
"5875","CD80"
"5876","CD80"
"5877","CD80"
"5878","CD80"
"5879","CD80"
"5880","CD80"
"5881","CD80"
"5882","NTF4"
"5883","NTF4"
"5884","NTF4"
"5885","NTF4"
"5886","NTF4"
"5887","NTF4"
"5888","NTF4"
"5889","BMP8B"
"5890","BMP8B"
"5891","BMP8B"
"5892","BMP8B"
"5893","BMP8B"
"5894","BMP8B"
"5895","BMP8B"
"5896","BMP8B"
"5897","BMP8B"
"5898","BMP8B"
"5899","BMP8B"
"5900","BMP8B"
"5901","BMP8B"
"5902","BMP8B"
"5903","BMP8B"
"5904","BMP8B"
"5905","BMP8B"
"5906","BMP8B"
"5907","HSPA4"
"5908","PRSS3"
"5909","PRSS3"
"5910","PRSS3"
"5911","PRSS3"
"5912","PRSS3"
"5913","BTC"
"5914","BTC"
"5915","BTC"
"5916","BTC"
"5917","BTC"
"5918","BTC"
"5919","BTC"
"5920","BTC"
"5921","BTC"
"5922","IL13"
"5923","IL13"
"5924","IL13"
"5925","IL13"
"5926","IL13"
"5927","IL13"
"5928","IL13"
"5929","IL13"
"5930","IL13"
"5931","IL13"
"5932","IL13"
"5933","IL13"
"5934","IL13"
"5935","IL13"
"5936","IL13"
"5937","IL13"
"5938","IL13"
"5939","IL13"
"5940","IL13"
"5941","IL13"
"5942","IL13"
"5943","IL13"
"5944","SFTPD"
"5945","SFTPD"
"5946","SFTPD"
"5947","SFTPD"
"5948","ADM"
"5949","ADM"
"5950","ADM"
"5951","ADM"
"5952","ADM"
"5953","ADM"
"5954","ADM"
"5955","ADM"
"5956","ADM"
"5957","ADM"
"5958","ADM"
"5959","ADM"
"5960","ADM"
"5961","ADM"
"5962","ADM"
"5963","ADM"
"5964","ADM"
"5965","ADM"
"5966","ADM"
"5967","ADM"
"5968","THBS2"
"5969","THBS2"
"5970","THBS2"
"5971","THBS2"
"5972","THBS2"
"5973","THBS2"
"5974","THBS2"
"5975","THBS2"
"5976","THBS2"
"5977","THBS2"
"5978","THBS2"
"5979","THBS2"
"5980","THBS2"
"5981","THBS2"
"5982","THBS2"
"5983","THBS2"
"5984","THBS2"
"5985","THBS2"
"5986","THBS2"
"5987","THBS2"
"5988","THBS2"
"5989","THBS2"
"5990","THBS2"
"5991","THBS2"
"5992","THBS2"
"5993","THBS2"
"5994","THBS2"
"5995","THBS2"
"5996","THBS2"
"5997","THBS2"
"5998","THBS2"
"5999","THBS2"
"6000","THBS4"
"6001","THBS4"
"6002","THBS4"
"6003","THBS4"
"6004","THBS4"
"6005","THBS4"
"6006","THBS4"
"6007","THBS4"
"6008","THBS4"
"6009","THBS4"
"6010","THBS4"
"6011","THBS4"
"6012","THBS4"
"6013","THBS4"
"6014","THBS4"
"6015","THBS4"
"6016","THBS4"
"6017","THBS4"
"6018","THBS4"
"6019","THBS4"
"6020","THBS4"
"6021","THBS4"
"6022","THBS4"
"6023","THBS4"
"6024","THBS4"
"6025","THBS4"
"6026","THBS4"
"6027","THBS4"
"6028","FLT4"
"6029","FLT4"
"6030","FLT4"
"6031","FLT4"
"6032","FLT4"
"6033","FLT4"
"6034","FLT4"
"6035","FLT4"
"6036","FLT4"
"6037","FLT4"
"6038","FLT4"
"6039","FLT4"
"6040","FLT4"
"6041","FLT4"
"6042","FLT4"
"6043","FLT4"
"6044","FLT4"
"6045","FLT4"
"6046","FLT4"
"6047","FLT4"
"6048","FLT4"
"6049","FLT4"
"6050","FLT4"
"6051","FLT4"
"6052","FLT4"
"6053","FLT4"
"6054","FLT4"
"6055","FLT4"
"6056","FLT4"
"6057","FLT4"
"6058","KDR"
"6059","KDR"
"6060","KDR"
"6061","KDR"
"6062","KDR"
"6063","KDR"
"6064","KDR"
"6065","KDR"
"6066","KDR"
"6067","KDR"
"6068","KDR"
"6069","KDR"
"6070","KDR"
"6071","KDR"
"6072","KDR"
"6073","KDR"
"6074","KDR"
"6075","KDR"
"6076","KDR"
"6077","KDR"
"6078","KDR"
"6079","KDR"
"6080","KDR"
"6081","KDR"
"6082","KDR"
"6083","KDR"
"6084","KDR"
"6085","KDR"
"6086","KDR"
"6087","KDR"
"6088","KDR"
"6089","KDR"
"6090","KDR"
"6091","KDR"
"6092","KDR"
"6093","KDR"
"6094","KDR"
"6095","KDR"
"6096","SERPINF1"
"6097","SERPINF1"
"6098","SERPINF1"
"6099","SERPINF1"
"6100","SERPINF1"
"6101","SERPINF1"
"6102","SERPINF1"
"6103","PIGA"
"6104","SNCA"
"6105","SNCA"
"6106","SNCA"
"6107","SNCA"
"6108","SNCA"
"6109","SNCA"
"6110","SNCA"
"6111","SNCA"
"6112","SNCA"
"6113","SNCA"
"6114","SNCA"
"6115","SNCA"
"6116","SNCA"
"6117","SNCA"
"6118","SNCA"
"6119","SNCA"
"6120","SNCA"
"6121","SNCA"
"6122","SNCA"
"6123","SNCA"
"6124","COL15A1"
"6125","COL15A1"
"6126","COL15A1"
"6127","COL15A1"
"6128","GDNF"
"6129","GDNF"
"6130","GDNF"
"6131","GDNF"
"6132","GDNF"
"6133","GDNF"
"6134","GDNF"
"6135","GDNF"
"6136","GDNF"
"6137","GDNF"
"6138","GDNF"
"6139","GDNF"
"6140","GDNF"
"6141","GDNF"
"6142","GDNF"
"6143","GDNF"
"6144","IL6ST"
"6145","IL6ST"
"6146","IL6ST"
"6147","IL6ST"
"6148","IL6ST"
"6149","IL6ST"
"6150","IL6ST"
"6151","IL6ST"
"6152","IL6ST"
"6153","IL6ST"
"6154","IL6ST"
"6155","CEACAM6"
"6156","CEACAM6"
"6157","CEACAM6"
"6158","CEACAM6"
"6159","TXLNA"
"6160","TXLNA"
"6161","TXLNA"
"6162","THPO"
"6163","THPO"
"6164","THPO"
"6165","THPO"
"6166","THPO"
"6167","THPO"
"6168","THPO"
"6169","THPO"
"6170","THPO"
"6171","THPO"
"6172","THPO"
"6173","THPO"
"6174","THPO"
"6175","THPO"
"6176","IL15"
"6177","IL15"
"6178","IL15"
"6179","IL15"
"6180","IL15"
"6181","IL15"
"6182","IL15"
"6183","IL15"
"6184","IL15"
"6185","IL15"
"6186","IL15"
"6187","IL15"
"6188","IL15"
"6189","IL15"
"6190","IL15"
"6191","IL15"
"6192","IL15"
"6193","IL15"
"6194","LEP"
"6195","LEP"
"6196","LEP"
"6197","LEP"
"6198","LEP"
"6199","LEP"
"6200","LEP"
"6201","LEP"
"6202","LEP"
"6203","LEP"
"6204","LEP"
"6205","LEP"
"6206","LEP"
"6207","LEP"
"6208","LEP"
"6209","LEP"
"6210","LEP"
"6211","LEP"
"6212","LEP"
"6213","LEP"
"6214","LEP"
"6215","LEP"
"6216","LEP"
"6217","LEP"
"6218","LEP"
"6219","LEP"
"6220","LEP"
"6221","LEP"
"6222","LEP"
"6223","ETV5"
"6224","CD200"
"6225","CD200"
"6226","WNT5A"
"6227","WNT5A"
"6228","WNT5A"
"6229","WNT5A"
"6230","WNT5A"
"6231","WNT5A"
"6232","WNT5A"
"6233","WNT5A"
"6234","WNT5A"
"6235","WNT5A"
"6236","WNT5A"
"6237","WNT5A"
"6238","WNT5A"
"6239","WNT5A"
"6240","WNT5A"
"6241","WNT5A"
"6242","WNT5A"
"6243","WNT5A"
"6244","WNT5A"
"6245","WNT5A"
"6246","WNT5A"
"6247","WNT5A"
"6248","WNT5A"
"6249","WNT5A"
"6250","WNT5A"
"6251","WNT5A"
"6252","WNT5A"
"6253","WNT5A"
"6254","WNT5A"
"6255","WNT5A"
"6256","WNT5A"
"6257","WNT5A"
"6258","WNT5A"
"6259","WNT5A"
"6260","TNFSF9"
"6261","TNFSF9"
"6262","TNFSF9"
"6263","TNFSF9"
"6264","TNFSF9"
"6265","TNFSF9"
"6266","TNFSF9"
"6267","TNFSF9"
"6268","LIFR"
"6269","LIFR"
"6270","LIFR"
"6271","LIFR"
"6272","LIFR"
"6273","LIFR"
"6274","CXCL5"
"6275","CXCL5"
"6276","CXCL5"
"6277","CXCL5"
"6278","CXCL5"
"6279","CXCL5"
"6280","CXCL5"
"6281","CXCL5"
"6282","CXCL5"
"6283","CXCL5"
"6284","CXCL5"
"6285","CXCL5"
"6286","CXCL5"
"6287","CXCL5"
"6288","CXCL5"
"6289","CXCL5"
"6290","CXCL5"
"6291","CXCL5"
"6292","CXCL5"
"6293","CXCL5"
"6294","CXCL5"
"6295","CXCL5"
"6296","GDF5"
"6297","GDF5"
"6298","GDF5"
"6299","GDF5"
"6300","GDF5"
"6301","GDF5"
"6302","GDF5"
"6303","GDF5"
"6304","GDF5"
"6305","GDF5"
"6306","GDF5"
"6307","GDF5"
"6308","GDF5"
"6309","GDF5"
"6310","GDF5"
"6311","GUCA1A"
"6312","GUCA1A"
"6313","GUCA1A"
"6314","BAG6"
"6315","BAG6"
"6316","NOTCH1"
"6317","NOTCH1"
"6318","NOTCH1"
"6319","NOTCH1"
"6320","NOTCH1"
"6321","NOTCH1"
"6322","NOTCH1"
"6323","NOTCH1"
"6324","NOTCH1"
"6325","NPTX2"
"6326","XCL1"
"6327","XCL1"
"6328","XCL1"
"6329","XCL1"
"6330","XCL1"
"6331","XCL1"
"6332","XCL1"
"6333","XCL1"
"6334","XCL1"
"6335","XCL1"
"6336","XCL1"
"6337","XCL1"
"6338","XCL1"
"6339","XCL1"
"6340","XCL1"
"6341","XCL1"
"6342","XCL1"
"6343","XCL1"
"6344","XCL1"
"6345","FASLG"
"6346","FASLG"
"6347","FASLG"
"6348","FASLG"
"6349","FASLG"
"6350","FASLG"
"6351","FASLG"
"6352","FASLG"
"6353","FASLG"
"6354","FASLG"
"6355","FASLG"
"6356","FASLG"
"6357","FASLG"
"6358","FASLG"
"6359","SLC6A8"
"6360","CXCL12"
"6361","CXCL12"
"6362","CXCL12"
"6363","CXCL12"
"6364","CXCL12"
"6365","CXCL12"
"6366","CXCL12"
"6367","CXCL12"
"6368","CXCL12"
"6369","CXCL12"
"6370","CXCL12"
"6371","CXCL12"
"6372","CXCL12"
"6373","CXCL12"
"6374","CXCL12"
"6375","CXCL12"
"6376","CXCL12"
"6377","CXCL12"
"6378","CXCL12"
"6379","CXCL12"
"6380","CXCL12"
"6381","CXCL12"
"6382","CXCL12"
"6383","CXCL12"
"6384","CXCL12"
"6385","CXCL12"
"6386","CXCL12"
"6387","CXCL12"
"6388","CXCL12"
"6389","CXCL12"
"6390","CXCL12"
"6391","CXCL12"
"6392","CXCL12"
"6393","CXCL12"
"6394","CXCL12"
"6395","CXCL12"
"6396","CXCL12"
"6397","CXCL12"
"6398","CXCL12"
"6399","CXCL12"
"6400","CXCL12"
"6401","CXCL12"
"6402","CXCL12"
"6403","CXCL12"
"6404","CXCL12"
"6405","CXCL12"
"6406","CXCL12"
"6407","CXCL12"
"6408","CXCL12"
"6409","CXCL12"
"6410","CXCL12"
"6411","CXCL12"
"6412","CXCL12"
"6413","CXCL12"
"6414","CXCL12"
"6415","CXCL12"
"6416","CXCL12"
"6417","CXCL12"
"6418","CXCL12"
"6419","CXCL12"
"6420","CXCL12"
"6421","CXCL12"
"6422","CXCL12"
"6423","CXCL12"
"6424","LEPR"
"6425","LEPR"
"6426","LEPR"
"6427","LEPR"
"6428","LEPR"
"6429","LEPR"
"6430","LEPR"
"6431","LEPR"
"6432","LEPR"
"6433","LEPR"
"6434","LEPR"
"6435","LEPR"
"6436","IFNAR2"
"6437","IFNAR2"
"6438","IFNAR2"
"6439","IFNAR2"
"6440","IFNAR2"
"6441","NMU"
"6442","NMU"
"6443","NMU"
"6444","NMU"
"6445","NMU"
"6446","CCN3"
"6447","CCN3"
"6448","ADGRE5"
"6449","LMAN1"
"6450","COMP"
"6451","COMP"
"6452","COMP"
"6453","COMP"
"6454","COMP"
"6455","COMP"
"6456","COMP"
"6457","COMP"
"6458","COMP"
"6459","COMP"
"6460","COMP"
"6461","COMP"
"6462","COMP"
"6463","COMP"
"6464","COMP"
"6465","COMP"
"6466","COMP"
"6467","COMP"
"6468","COMP"
"6469","COMP"
"6470","COMP"
"6471","COMP"
"6472","COMP"
"6473","COMP"
"6474","COMP"
"6475","COMP"
"6476","COMP"
"6477","COMP"
"6478","PGF"
"6479","PGF"
"6480","PGF"
"6481","PGF"
"6482","PGF"
"6483","PGF"
"6484","PGF"
"6485","PGF"
"6486","PGF"
"6487","PGF"
"6488","PGF"
"6489","PGF"
"6490","PGF"
"6491","PGF"
"6492","PGF"
"6493","PGF"
"6494","VEGFB"
"6495","VEGFB"
"6496","VEGFB"
"6497","VEGFB"
"6498","VEGFB"
"6499","VEGFB"
"6500","VEGFB"
"6501","VEGFB"
"6502","VEGFB"
"6503","VEGFB"
"6504","VEGFB"
"6505","VEGFB"
"6506","VEGFB"
"6507","VEGFB"
"6508","VEGFB"
"6509","VEGFC"
"6510","VEGFC"
"6511","VEGFC"
"6512","VEGFC"
"6513","VEGFC"
"6514","VEGFC"
"6515","VEGFC"
"6516","VEGFC"
"6517","VEGFC"
"6518","VEGFC"
"6519","VEGFC"
"6520","VEGFC"
"6521","VEGFC"
"6522","VEGFC"
"6523","VEGFC"
"6524","VEGFC"
"6525","VEGFC"
"6526","VEGFC"
"6527","VEGFC"
"6528","VEGFC"
"6529","VEGFC"
"6530","VEGFC"
"6531","VEGFC"
"6532","VEGFC"
"6533","VEGFC"
"6534","VEGFC"
"6535","VEGFC"
"6536","FLT3LG"
"6537","FLT3LG"
"6538","RARRES1"
"6539","TNFSF10"
"6540","TNFSF10"
"6541","TNFSF10"
"6542","TNFSF10"
"6543","TNFSF10"
"6544","TNFSF10"
"6545","TNFSF10"
"6546","TNFSF10"
"6547","TNFSF10"
"6548","TNFSF10"
"6549","TNFSF10"
"6550","TNFSF10"
"6551","TNFSF10"
"6552","TNFSF10"
"6553","TNFSF10"
"6554","TNFSF10"
"6555","TNFSF10"
"6556","TNFSF10"
"6557","TNFSF10"
"6558","TNFSF10"
"6559","TNFSF10"
"6560","TNFSF10"
"6561","INSL3"
"6562","INSL3"
"6563","INSL3"
"6564","INSL3"
"6565","INSL3"
"6566","INSL3"
"6567","INSL3"
"6568","INSL3"
"6569","INSL3"
"6570","INSL3"
"6571","INSL3"
"6572","INSL3"
"6573","INSL3"
"6574","INSL3"
"6575","CCL11"
"6576","CCL11"
"6577","CCL11"
"6578","CCL11"
"6579","CCL11"
"6580","CCL11"
"6581","CCL11"
"6582","CCL11"
"6583","CCL11"
"6584","CCL11"
"6585","CCL11"
"6586","CCL11"
"6587","CCL11"
"6588","CCL11"
"6589","CCL11"
"6590","CCL11"
"6591","CCL11"
"6592","CCL11"
"6593","CCL11"
"6594","CCL11"
"6595","CCL11"
"6596","CCL11"
"6597","CCL11"
"6598","HDGF"
"6599","LUM"
"6600","EFNA3"
"6601","EFNA3"
"6602","EFNA3"
"6603","EFNA3"
"6604","EFNA3"
"6605","EFNA3"
"6606","EFNA3"
"6607","EFNA3"
"6608","EFNA3"
"6609","EFNA3"
"6610","EFNA3"
"6611","EFNA3"
"6612","EFNA4"
"6613","EFNA4"
"6614","EFNA4"
"6615","EFNA4"
"6616","EFNA4"
"6617","EFNA4"
"6618","EFNA4"
"6619","EFNA4"
"6620","EFNA4"
"6621","EFNA4"
"6622","EFNB2"
"6623","EFNB2"
"6624","EFNB2"
"6625","EFNB2"
"6626","EFNB2"
"6627","EFNB2"
"6628","EFNB2"
"6629","EFNB2"
"6630","EFNB2"
"6631","EFNB2"
"6632","EFNB2"
"6633","EFNB2"
"6634","EFNB2"
"6635","EFNB2"
"6636","EFNB2"
"6637","EFNB2"
"6638","EFNB2"
"6639","EFNB2"
"6640","EFNB2"
"6641","EFNB2"
"6642","EFNB2"
"6643","EFNB2"
"6644","EFNB2"
"6645","EFNB2"
"6646","EFNA5"
"6647","EFNA5"
"6648","EFNA5"
"6649","EFNA5"
"6650","EFNA5"
"6651","EFNA5"
"6652","EFNA5"
"6653","EFNA5"
"6654","EFNA5"
"6655","EFNA5"
"6656","EFNA5"
"6657","EFNA5"
"6658","EFNA5"
"6659","EFNA5"
"6660","EFNA5"
"6661","EFNA5"
"6662","EFNA5"
"6663","EFNA5"
"6664","STC1"
"6665","COPA"
"6666","COPA"
"6667","COPA"
"6668","COPA"
"6669","CRISP3"
"6670","SLURP1"
"6671","SLURP1"
"6672","SLURP1"
"6673","SLURP1"
"6674","SLURP1"
"6675","SLURP1"
"6676","SLURP1"
"6677","SLURP1"
"6678","SLURP1"
"6679","SLURP1"
"6680","SLURP1"
"6681","SLURP1"
"6682","SLURP1"
"6683","SLURP1"
"6684","SLURP1"
"6685","SLURP1"
"6686","SLURP1"
"6687","MFAP2"
"6688","APOC4"
"6689","FGF8"
"6690","FGF8"
"6691","FGF8"
"6692","FGF8"
"6693","FGF8"
"6694","FGF8"
"6695","FGF8"
"6696","FGF8"
"6697","FGF8"
"6698","FGF8"
"6699","FGF8"
"6700","FGF8"
"6701","FGF8"
"6702","FGF8"
"6703","FGF8"
"6704","FGF8"
"6705","UCN"
"6706","UCN"
"6707","UCN"
"6708","INHBC"
"6709","INHBC"
"6710","INHBC"
"6711","INHBC"
"6712","INHBC"
"6713","INHBC"
"6714","INHBC"
"6715","INHBC"
"6716","INHBC"
"6717","GDF10"
"6718","GDF10"
"6719","GDF10"
"6720","GDF10"
"6721","GDF10"
"6722","GDF10"
"6723","GDF10"
"6724","GDF10"
"6725","GDF10"
"6726","GDF10"
"6727","AFDN"
"6728","AFDN"
"6729","AFDN"
"6730","AFDN"
"6731","AFDN"
"6732","AFDN"
"6733","AFDN"
"6734","AFDN"
"6735","AFDN"
"6736","AFDN"
"6737","AFDN"
"6738","AFDN"
"6739","AFDN"
"6740","AFDN"
"6741","LAMB2"
"6742","LAMB2"
"6743","LAMB2"
"6744","LAMB2"
"6745","LAMB2"
"6746","LAMB2"
"6747","LAMB2"
"6748","LAMB2"
"6749","LAMB2"
"6750","LAMB2"
"6751","LAMB2"
"6752","LAMB2"
"6753","LAMB2"
"6754","LAMB2"
"6755","LAMB2"
"6756","LAMB2"
"6757","LAMB2"
"6758","LAMB2"
"6759","LAMB2"
"6760","LAMB2"
"6761","LAMB2"
"6762","LAMB2"
"6763","LAMB2"
"6764","LAMB2"
"6765","LAMB2"
"6766","LAMB2"
"6767","LAMB2"
"6768","LAMB2"
"6769","LAMB2"
"6770","LAMB2"
"6771","LAMB2"
"6772","LAMB2"
"6773","LAMB2"
"6774","LAMB2"
"6775","LAMB2"
"6776","CCL23"
"6777","CCL23"
"6778","CCL23"
"6779","CCL23"
"6780","CCL23"
"6781","CCL23"
"6782","CCL23"
"6783","CCL23"
"6784","CCL23"
"6785","CCL23"
"6786","CCL23"
"6787","CCL23"
"6788","CCL23"
"6789","CCL23"
"6790","CCL23"
"6791","CCL23"
"6792","CCL23"
"6793","CCL23"
"6794","CCL23"
"6795","CCL23"
"6796","CCL23"
"6797","CCL23"
"6798","CCL23"
"6799","CCL23"
"6800","CCL18"
"6801","CCL18"
"6802","CCL18"
"6803","CCL18"
"6804","CCL18"
"6805","CCL18"
"6806","CCL18"
"6807","CCL18"
"6808","CCL18"
"6809","CCL18"
"6810","CCL18"
"6811","CCL18"
"6812","CCL18"
"6813","CCL18"
"6814","CCL18"
"6815","CCL18"
"6816","CCL18"
"6817","CCL18"
"6818","CCL18"
"6819","CCL18"
"6820","CCL18"
"6821","WNT3"
"6822","WNT3"
"6823","WNT3"
"6824","WNT3"
"6825","WNT3"
"6826","WNT3"
"6827","WNT3"
"6828","WNT3"
"6829","WNT3"
"6830","WNT3"
"6831","WNT3"
"6832","WNT3"
"6833","WNT3"
"6834","WNT3"
"6835","WNT3"
"6836","WNT3"
"6837","WNT3"
"6838","WNT3"
"6839","WNT3"
"6840","WNT3"
"6841","WNT3"
"6842","WNT3"
"6843","WNT3"
"6844","WNT3"
"6845","WNT3"
"6846","WNT3"
"6847","WNT3"
"6848","WNT3"
"6849","WNT3"
"6850","WNT3"
"6851","WNT3"
"6852","WNT3"
"6853","WNT3"
"6854","WNT3A"
"6855","WNT3A"
"6856","WNT3A"
"6857","WNT3A"
"6858","WNT3A"
"6859","WNT3A"
"6860","WNT3A"
"6861","WNT3A"
"6862","WNT3A"
"6863","WNT3A"
"6864","WNT3A"
"6865","WNT3A"
"6866","WNT3A"
"6867","WNT3A"
"6868","WNT3A"
"6869","WNT3A"
"6870","WNT3A"
"6871","WNT3A"
"6872","WNT3A"
"6873","WNT3A"
"6874","WNT3A"
"6875","WNT3A"
"6876","WNT3A"
"6877","WNT3A"
"6878","WNT3A"
"6879","WNT3A"
"6880","WNT3A"
"6881","WNT3A"
"6882","WNT3A"
"6883","WNT3A"
"6884","WNT3A"
"6885","WNT3A"
"6886","WNT3A"
"6887","WNT3A"
"6888","WNT3A"
"6889","WNT3A"
"6890","WNT3A"
"6891","WNT3A"
"6892","WNT3A"
"6893","WNT3A"
"6894","WNT3A"
"6895","WNT4"
"6896","WNT4"
"6897","WNT4"
"6898","WNT4"
"6899","WNT4"
"6900","WNT4"
"6901","WNT4"
"6902","WNT4"
"6903","WNT4"
"6904","WNT4"
"6905","WNT4"
"6906","WNT4"
"6907","WNT4"
"6908","WNT4"
"6909","WNT4"
"6910","WNT4"
"6911","WNT4"
"6912","WNT4"
"6913","WNT4"
"6914","WNT4"
"6915","WNT4"
"6916","WNT4"
"6917","WNT4"
"6918","WNT4"
"6919","WNT4"
"6920","WNT4"
"6921","WNT4"
"6922","WNT4"
"6923","WNT4"
"6924","WNT4"
"6925","WNT4"
"6926","WNT4"
"6927","WNT4"
"6928","WNT4"
"6929","WNT4"
"6930","WNT4"
"6931","WNT4"
"6932","WNT4"
"6933","WNT4"
"6934","WNT4"
"6935","WNT7B"
"6936","WNT7B"
"6937","WNT7B"
"6938","WNT7B"
"6939","WNT7B"
"6940","WNT7B"
"6941","WNT7B"
"6942","WNT7B"
"6943","WNT7B"
"6944","WNT7B"
"6945","WNT7B"
"6946","WNT7B"
"6947","WNT7B"
"6948","WNT7B"
"6949","WNT7B"
"6950","WNT7B"
"6951","WNT7B"
"6952","WNT7B"
"6953","WNT7B"
"6954","WNT7B"
"6955","WNT7B"
"6956","WNT7B"
"6957","WNT7B"
"6958","WNT7B"
"6959","WNT7B"
